Country,date,type,value
Australia,13/01/2022,Daily hospital occupancy per million,169.001
Australia,14/01/2022,Daily ICU occupancy,384
Australia,14/01/2022,Daily ICU occupancy per million,14.669
Australia,14/01/2022,Daily hospital occupancy,4603
Australia,14/01/2022,Daily hospital occupancy per million,175.839
Australia,15/01/2022,Daily ICU occupancy,392
Australia,15/01/2022,Daily ICU occupancy per million,14.975
Australia,15/01/2022,Daily hospital occupancy,4759
Australia,15/01/2022,Daily hospital occupancy per million,181.798
Australia,16/01/2022,Daily ICU occupancy,411
Australia,16/01/2022,Daily ICU occupancy per million,15.701
Australia,16/01/2022,Daily hospital occupancy,5047
Australia,16/01/2022,Daily hospital occupancy per million,192.8
Australia,17/01/2022,Daily ICU occupancy,419
Australia,17/01/2022,Daily ICU occupancy per million,16.006
Australia,17/01/2022,Daily hospital occupancy,5238
Australia,17/01/2022,Daily hospital occupancy per million,200.096
Australia,18/01/2022,Daily ICU occupancy,424
Australia,18/01/2022,Daily ICU occupancy per million,16.197
Australia,18/01/2022,Daily hospital occupancy,5307
Australia,18/01/2022,Daily hospital occupancy per million,202.732
Australia,19/01/2022,Daily ICU occupancy,417
Australia,19/01/2022,Daily ICU occupancy per million,15.93
Australia,19/01/2022,Daily hospital occupancy,5277
Australia,19/01/2022,Daily hospital occupancy per million,201.586
Australia,20/01/2022,Daily ICU occupancy,424
Australia,20/01/2022,Daily ICU occupancy per million,16.197
Australia,20/01/2022,Daily hospital occupancy,5147
Australia,20/01/2022,Daily hospital occupancy per million,196.62
Australia,21/01/2022,Daily ICU occupancy,417
Australia,21/01/2022,Daily ICU occupancy per million,15.93
Australia,21/01/2022,Daily hospital occupancy,5108
Australia,21/01/2022,Daily hospital occupancy per million,195.13
Australia,22/01/2022,Daily ICU occupancy,384
Australia,22/01/2022,Daily ICU occupancy per million,14.669
Australia,22/01/2022,Daily hospital occupancy,5036
Australia,22/01/2022,Daily hospital occupancy per million,192.38
Australia,23/01/2022,Daily ICU occupancy,394
Australia,23/01/2022,Daily ICU occupancy per million,15.051
Australia,23/01/2022,Daily hospital occupancy,5173
Australia,23/01/2022,Daily hospital occupancy per million,197.613
Australia,24/01/2022,Daily ICU occupancy,395
Australia,24/01/2022,Daily ICU occupancy per million,15.089
Australia,24/01/2022,Daily hospital occupancy,5390
Australia,24/01/2022,Daily hospital occupancy per million,205.903
Australia,25/01/2022,Daily ICU occupancy,372
Australia,25/01/2022,Daily ICU occupancy per million,14.211
Australia,25/01/2022,Daily hospital occupancy,5227
Australia,25/01/2022,Daily hospital occupancy per million,199.676
Australia,26/01/2022,Daily ICU occupancy,382
Australia,26/01/2022,Daily ICU occupancy per million,14.593
Australia,26/01/2022,Daily hospital occupancy,5090
Australia,26/01/2022,Daily hospital occupancy per million,194.442
Australia,27/01/2022,Daily ICU occupancy,391
Australia,27/01/2022,Daily ICU occupancy per million,14.937
Australia,27/01/2022,Daily hospital occupancy,5021
Australia,27/01/2022,Daily hospital occupancy per million,191.807
Australia,28/01/2022,Daily ICU occupancy,394
Australia,28/01/2022,Daily ICU occupancy per million,15.051
Australia,28/01/2022,Daily hospital occupancy,4953
Australia,28/01/2022,Daily hospital occupancy per million,189.209
Australia,29/01/2022,Daily ICU occupancy,367
Australia,29/01/2022,Daily ICU occupancy per million,14.02
Australia,29/01/2022,Daily hospital occupancy,4790
Australia,29/01/2022,Daily hospital occupancy per million,182.982
Australia,30/01/2022,Daily ICU occupancy,371
Australia,30/01/2022,Daily ICU occupancy per million,14.173
Australia,30/01/2022,Daily hospital occupancy,4947
Australia,30/01/2022,Daily hospital occupancy per million,188.98
Australia,31/01/2022,Daily ICU occupancy,371
Australia,31/01/2022,Daily ICU occupancy per million,14.173
Australia,31/01/2022,Daily hospital occupancy,4954
Australia,31/01/2022,Daily hospital occupancy per million,189.247
Australia,1/02/2022,Daily ICU occupancy,348
Australia,1/02/2022,Daily ICU occupancy per million,13.294
Australia,1/02/2022,Daily hospital occupancy,4664
Australia,1/02/2022,Daily hospital occupancy per million,178.169
Australia,2/02/2022,Daily ICU occupancy,341
Australia,2/02/2022,Daily ICU occupancy per million,13.026
Australia,2/02/2022,Daily hospital occupancy,4594
Australia,2/02/2022,Daily hospital occupancy per million,175.495
Australia,3/02/2022,Daily ICU occupancy,313
Australia,3/02/2022,Daily ICU occupancy per million,11.957
Australia,3/02/2022,Daily hospital occupancy,4448
Australia,3/02/2022,Daily hospital occupancy per million,169.917
Australia,4/02/2022,Daily ICU occupancy,302
Australia,4/02/2022,Daily ICU occupancy per million,11.537
Australia,4/02/2022,Daily hospital occupancy,4256
Australia,4/02/2022,Daily hospital occupancy per million,162.583
Australia,5/02/2022,Daily ICU occupancy,284
Australia,5/02/2022,Daily ICU occupancy per million,10.849
Australia,5/02/2022,Daily hospital occupancy,4147
Australia,5/02/2022,Daily hospital occupancy per million,158.419
Australia,6/02/2022,Daily ICU occupancy,292
Australia,6/02/2022,Daily ICU occupancy per million,11.155
Australia,6/02/2022,Daily hospital occupancy,3914
Australia,6/02/2022,Daily hospital occupancy per million,149.518
Australia,7/02/2022,Daily ICU occupancy,271
Australia,7/02/2022,Daily ICU occupancy per million,10.352
Australia,7/02/2022,Daily hospital occupancy,3801
Australia,7/02/2022,Daily hospital occupancy per million,145.202
Australia,8/02/2022,Daily ICU occupancy,274
Australia,8/02/2022,Daily ICU occupancy per million,10.467
Australia,8/02/2022,Daily hospital occupancy,3588
Australia,8/02/2022,Daily hospital occupancy per million,137.065
Australia,9/02/2022,Daily ICU occupancy,267
Australia,9/02/2022,Daily ICU occupancy per million,10.2
Australia,9/02/2022,Daily hospital occupancy,3414
Australia,9/02/2022,Daily hospital occupancy per million,130.418
Australia,10/02/2022,Daily ICU occupancy,258
Australia,10/02/2022,Daily ICU occupancy per million,9.856
Australia,10/02/2022,Daily hospital occupancy,3293
Australia,10/02/2022,Daily hospital occupancy per million,125.795
Australia,11/02/2022,Daily ICU occupancy,257
Australia,11/02/2022,Daily ICU occupancy per million,9.818
Australia,11/02/2022,Daily hospital occupancy,3126
Australia,11/02/2022,Daily hospital occupancy per million,119.416
Australia,12/02/2022,Daily ICU occupancy,223
Australia,12/02/2022,Daily ICU occupancy per million,8.519
Australia,12/02/2022,Daily hospital occupancy,3010
Australia,12/02/2022,Daily hospital occupancy per million,114.985
Australia,13/02/2022,Daily ICU occupancy,231
Australia,13/02/2022,Daily ICU occupancy per million,8.824
Australia,13/02/2022,Daily hospital occupancy,3069
Australia,13/02/2022,Daily hospital occupancy per million,117.238
Australia,14/02/2022,Daily ICU occupancy,222
Australia,14/02/2022,Daily ICU occupancy per million,8.481
Australia,14/02/2022,Daily hospital occupancy,2949
Australia,14/02/2022,Daily hospital occupancy per million,112.654
Australia,15/02/2022,Daily ICU occupancy,223
Australia,15/02/2022,Daily ICU occupancy per million,8.519
Australia,15/02/2022,Daily hospital occupancy,2738
Australia,15/02/2022,Daily hospital occupancy per million,104.594
Australia,16/02/2022,Daily ICU occupancy,224
Australia,16/02/2022,Daily ICU occupancy per million,8.557
Australia,16/02/2022,Daily hospital occupancy,2677
Australia,16/02/2022,Daily hospital occupancy per million,102.264
Australia,17/02/2022,Daily ICU occupancy,208
Australia,17/02/2022,Daily ICU occupancy per million,7.946
Australia,17/02/2022,Daily hospital occupancy,2528
Australia,17/02/2022,Daily hospital occupancy per million,96.572
Australia,18/02/2022,Daily ICU occupancy,190
Australia,18/02/2022,Daily ICU occupancy per million,7.258
Australia,18/02/2022,Daily hospital occupancy,2467
Australia,18/02/2022,Daily hospital occupancy per million,94.242
Australia,19/02/2022,Daily ICU occupancy,184
Australia,19/02/2022,Daily ICU occupancy per million,7.029
Australia,19/02/2022,Daily hospital occupancy,2392
Australia,19/02/2022,Daily hospital occupancy per million,91.376
Australia,20/02/2022,Daily ICU occupancy,179
Australia,20/02/2022,Daily ICU occupancy per million,6.838
Australia,20/02/2022,Daily hospital occupancy,2416
Australia,20/02/2022,Daily hospital occupancy per million,92.293
Australia,21/02/2022,Daily ICU occupancy,171
Australia,21/02/2022,Daily ICU occupancy per million,6.532
Australia,21/02/2022,Daily hospital occupancy,2407
Australia,21/02/2022,Daily hospital occupancy per million,91.95
Australia,22/02/2022,Daily ICU occupancy,172
Australia,22/02/2022,Daily ICU occupancy per million,6.571
Australia,22/02/2022,Daily hospital occupancy,2322
Australia,22/02/2022,Daily hospital occupancy per million,88.702
Australia,23/02/2022,Daily ICU occupancy,157
Australia,23/02/2022,Daily ICU occupancy per million,5.998
Australia,23/02/2022,Daily hospital occupancy,2186
Australia,23/02/2022,Daily hospital occupancy per million,83.507
Australia,24/02/2022,Daily ICU occupancy,157
Australia,24/02/2022,Daily ICU occupancy per million,5.998
Australia,24/02/2022,Daily hospital occupancy,2072
Australia,24/02/2022,Daily hospital occupancy per million,79.152
Australia,25/02/2022,Daily ICU occupancy,150
Australia,25/02/2022,Daily ICU occupancy per million,5.73
Australia,25/02/2022,Daily hospital occupancy,2025
Australia,25/02/2022,Daily hospital occupancy per million,77.357
Australia,26/02/2022,Daily ICU occupancy,137
Australia,26/02/2022,Daily ICU occupancy per million,5.234
Australia,26/02/2022,Daily hospital occupancy,1995
Australia,26/02/2022,Daily hospital occupancy per million,76.211
Australia,27/02/2022,Daily ICU occupancy,136
Australia,27/02/2022,Daily ICU occupancy per million,5.195
Australia,27/02/2022,Daily hospital occupancy,2003
Australia,27/02/2022,Daily hospital occupancy per million,76.516
Australia,28/02/2022,Daily ICU occupancy,131
Australia,28/02/2022,Daily ICU occupancy per million,5.004
Australia,28/02/2022,Daily hospital occupancy,1940
Australia,28/02/2022,Daily hospital occupancy per million,74.11
Australia,1/03/2022,Daily ICU occupancy,121
Australia,1/03/2022,Daily ICU occupancy per million,4.622
Australia,1/03/2022,Daily hospital occupancy,1904
Australia,1/03/2022,Daily hospital occupancy per million,72.734
Australia,2/03/2022,Daily ICU occupancy,118
Australia,2/03/2022,Daily ICU occupancy per million,4.508
Australia,2/03/2022,Daily hospital occupancy,1837
Australia,2/03/2022,Daily hospital occupancy per million,70.175
Australia,3/03/2022,Daily ICU occupancy,110
Australia,3/03/2022,Daily ICU occupancy per million,4.202
Australia,3/03/2022,Daily hospital occupancy,1752
Australia,3/03/2022,Daily hospital occupancy per million,66.928
Australia,4/03/2022,Daily ICU occupancy,112
Australia,4/03/2022,Daily ICU occupancy per million,4.278
Australia,4/03/2022,Daily hospital occupancy,1752
Australia,4/03/2022,Daily hospital occupancy per million,66.928
Australia,5/03/2022,Daily ICU occupancy,113
Australia,5/03/2022,Daily ICU occupancy per million,4.317
Australia,5/03/2022,Daily hospital occupancy,1737
Australia,5/03/2022,Daily hospital occupancy per million,66.355
Australia,6/03/2022,Daily ICU occupancy,117
Australia,6/03/2022,Daily ICU occupancy per million,4.47
Australia,6/03/2022,Daily hospital occupancy,1809
Australia,6/03/2022,Daily hospital occupancy per million,69.105
Australia,7/03/2022,Daily ICU occupancy,112
Australia,7/03/2022,Daily ICU occupancy per million,4.278
Australia,7/03/2022,Daily hospital occupancy,1788
Australia,7/03/2022,Daily hospital occupancy per million,68.303
Australia,8/03/2022,Daily ICU occupancy,112
Australia,8/03/2022,Daily ICU occupancy per million,4.278
Australia,8/03/2022,Daily hospital occupancy,1737
Australia,8/03/2022,Daily hospital occupancy per million,66.355
Australia,9/03/2022,Daily ICU occupancy,108
Australia,9/03/2022,Daily ICU occupancy per million,4.126
Australia,9/03/2022,Daily hospital occupancy,1688
Australia,9/03/2022,Daily hospital occupancy per million,64.483
Australia,10/03/2022,Daily ICU occupancy,101
Australia,10/03/2022,Daily ICU occupancy per million,3.858
Australia,10/03/2022,Daily hospital occupancy,1689
Australia,10/03/2022,Daily hospital occupancy per million,64.521
Australia,11/03/2022,Daily ICU occupancy,97
Australia,11/03/2022,Daily ICU occupancy per million,3.705
Australia,11/03/2022,Daily hospital occupancy,1655
Australia,11/03/2022,Daily hospital occupancy per million,63.222
Australia,12/03/2022,Daily ICU occupancy,108
Australia,12/03/2022,Daily ICU occupancy per million,4.126
Australia,12/03/2022,Daily hospital occupancy,1702
Australia,12/03/2022,Daily hospital occupancy per million,65.018
Australia,13/03/2022,Daily ICU occupancy,112
Australia,13/03/2022,Daily ICU occupancy per million,4.278
Australia,13/03/2022,Daily hospital occupancy,1727
Australia,13/03/2022,Daily hospital occupancy per million,65.973
Australia,14/03/2022,Daily ICU occupancy,105
Australia,14/03/2022,Daily ICU occupancy per million,4.011
Australia,14/03/2022,Daily hospital occupancy,1801
Australia,14/03/2022,Daily hospital occupancy per million,68.8
Australia,15/03/2022,Daily ICU occupancy,105
Australia,15/03/2022,Daily ICU occupancy per million,4.011
Australia,15/03/2022,Daily hospital occupancy,1782
Australia,15/03/2022,Daily hospital occupancy per million,68.074
Australia,16/03/2022,Daily ICU occupancy,96
Australia,16/03/2022,Daily ICU occupancy per million,3.667
Australia,16/03/2022,Daily hospital occupancy,1855
Australia,16/03/2022,Daily hospital occupancy per million,70.863
Australia,17/03/2022,Daily ICU occupancy,92
Australia,17/03/2022,Daily ICU occupancy per million,3.514
Australia,17/03/2022,Daily hospital occupancy,1812
Australia,17/03/2022,Daily hospital occupancy per million,69.22
Australia,18/03/2022,Daily ICU occupancy,85
Australia,18/03/2022,Daily ICU occupancy per million,3.247
Australia,18/03/2022,Daily hospital occupancy,1903
Australia,18/03/2022,Daily hospital occupancy per million,72.696
Australia,19/03/2022,Daily ICU occupancy,87
Australia,19/03/2022,Daily ICU occupancy per million,3.323
Australia,19/03/2022,Daily hospital occupancy,1943
Australia,19/03/2022,Daily hospital occupancy per million,74.224
Australia,20/03/2022,Daily ICU occupancy,87
Australia,20/03/2022,Daily ICU occupancy per million,3.323
Australia,20/03/2022,Daily hospital occupancy,2046
Australia,20/03/2022,Daily hospital occupancy per million,78.159
Australia,21/03/2022,Daily ICU occupancy,95
Australia,21/03/2022,Daily ICU occupancy per million,3.629
Australia,21/03/2022,Daily hospital occupancy,2107
Australia,21/03/2022,Daily hospital occupancy per million,80.489
Australia,22/03/2022,Daily ICU occupancy,95
Australia,22/03/2022,Daily ICU occupancy per million,3.629
Australia,22/03/2022,Daily hospital occupancy,2104
Australia,22/03/2022,Daily hospital occupancy per million,80.375
Australia,23/03/2022,Daily ICU occupancy,102
Australia,23/03/2022,Daily ICU occupancy per million,3.896
Australia,23/03/2022,Daily hospital occupancy,2149
Australia,23/03/2022,Daily hospital occupancy per million,82.094
Australia,24/03/2022,Daily ICU occupancy,96
Australia,24/03/2022,Daily ICU occupancy per million,3.667
Australia,24/03/2022,Daily hospital occupancy,2152
Australia,24/03/2022,Daily hospital occupancy per million,82.208
Australia,25/03/2022,Daily ICU occupancy,100
Australia,25/03/2022,Daily ICU occupancy per million,3.82
Australia,25/03/2022,Daily hospital occupancy,2159
Australia,25/03/2022,Daily hospital occupancy per million,82.476
Australia,26/03/2022,Daily ICU occupancy,102
Australia,26/03/2022,Daily ICU occupancy per million,3.896
Australia,26/03/2022,Daily hospital occupancy,2176
