Country,date,type,value
Australia,2/09/2021,Daily ICU occupancy,179
Australia,2/09/2021,Daily ICU occupancy per million,6.838
Australia,2/09/2021,Daily hospital occupancy,1071
Australia,2/09/2021,Daily hospital occupancy per million,40.913
Australia,3/09/2021,Daily ICU occupancy,198
Australia,3/09/2021,Daily ICU occupancy per million,7.564
Australia,3/09/2021,Daily hospital occupancy,1145
Australia,3/09/2021,Daily hospital occupancy per million,43.74
Australia,4/09/2021,Daily ICU occupancy,200
Australia,4/09/2021,Daily ICU occupancy per million,7.64
Australia,4/09/2021,Daily hospital occupancy,1137
Australia,4/09/2021,Daily hospital occupancy per million,43.434
Australia,5/09/2021,Daily ICU occupancy,204
Australia,5/09/2021,Daily ICU occupancy per million,7.793
Australia,5/09/2021,Daily hospital occupancy,1191
Australia,5/09/2021,Daily hospital occupancy per million,45.497
Australia,6/09/2021,Daily ICU occupancy,223
Australia,6/09/2021,Daily ICU occupancy per million,8.519
Australia,6/09/2021,Daily hospital occupancy,1287
Australia,6/09/2021,Daily hospital occupancy per million,49.165
Australia,7/09/2021,Daily ICU occupancy,229
Australia,7/09/2021,Daily ICU occupancy per million,8.748
Australia,7/09/2021,Daily hospital occupancy,1280
Australia,7/09/2021,Daily hospital occupancy per million,48.897
Australia,8/09/2021,Daily ICU occupancy,236
Australia,8/09/2021,Daily ICU occupancy per million,9.015
Australia,8/09/2021,Daily hospital occupancy,1348
Australia,8/09/2021,Daily hospital occupancy per million,51.495
Australia,9/09/2021,Daily ICU occupancy,244
Australia,9/09/2021,Daily ICU occupancy per million,9.321
Australia,9/09/2021,Daily hospital occupancy,1318
Australia,9/09/2021,Daily hospital occupancy per million,50.349
Australia,10/09/2021,Daily ICU occupancy,258
Australia,10/09/2021,Daily ICU occupancy per million,9.856
Australia,10/09/2021,Daily hospital occupancy,1337
Australia,10/09/2021,Daily hospital occupancy per million,51.075
Australia,11/09/2021,Daily ICU occupancy,257
Australia,11/09/2021,Daily ICU occupancy per million,9.818
Australia,11/09/2021,Daily hospital occupancy,1377
Australia,11/09/2021,Daily hospital occupancy per million,52.603
Australia,12/09/2021,Daily ICU occupancy,263
Australia,12/09/2021,Daily ICU occupancy per million,10.047
Australia,12/09/2021,Daily hospital occupancy,1373
Australia,12/09/2021,Daily hospital occupancy per million,52.45
Australia,13/09/2021,Daily ICU occupancy,279
Australia,13/09/2021,Daily ICU occupancy per million,10.658
Australia,13/09/2021,Daily hospital occupancy,1440
Australia,13/09/2021,Daily hospital occupancy per million,55.009
Australia,14/09/2021,Daily ICU occupancy,279
Australia,14/09/2021,Daily ICU occupancy per million,10.658
Australia,14/09/2021,Daily hospital occupancy,1441
Australia,14/09/2021,Daily hospital occupancy per million,55.047
Australia,15/09/2021,Daily ICU occupancy,283
Australia,15/09/2021,Daily ICU occupancy per million,10.811
Australia,15/09/2021,Daily hospital occupancy,1443
Australia,15/09/2021,Daily hospital occupancy per million,55.124
Australia,16/09/2021,Daily ICU occupancy,279
Australia,16/09/2021,Daily ICU occupancy per million,10.658
Australia,16/09/2021,Daily hospital occupancy,1483
Australia,16/09/2021,Daily hospital occupancy per million,56.652
Australia,17/09/2021,Daily ICU occupancy,291
Australia,17/09/2021,Daily ICU occupancy per million,11.116
Australia,17/09/2021,Daily hospital occupancy,1455
Australia,17/09/2021,Daily hospital occupancy per million,55.582
Australia,18/09/2021,Daily ICU occupancy,291
Australia,18/09/2021,Daily ICU occupancy per million,11.116
Australia,18/09/2021,Daily hospital occupancy,1470
Australia,18/09/2021,Daily hospital occupancy per million,56.155
Australia,19/09/2021,Daily ICU occupancy,297
Australia,19/09/2021,Daily ICU occupancy per million,11.346
Australia,19/09/2021,Daily hospital occupancy,1442
Australia,19/09/2021,Daily hospital occupancy per million,55.086
Australia,20/09/2021,Daily ICU occupancy,306
Australia,20/09/2021,Daily ICU occupancy per million,11.689
Australia,20/09/2021,Daily hospital occupancy,1539
Australia,20/09/2021,Daily hospital occupancy per million,58.791
Australia,21/09/2021,Daily ICU occupancy,302
Australia,21/09/2021,Daily ICU occupancy per million,11.537
Australia,21/09/2021,Daily hospital occupancy,1518
Australia,21/09/2021,Daily hospital occupancy per million,57.989
Australia,22/09/2021,Daily ICU occupancy,295
Australia,22/09/2021,Daily ICU occupancy per million,11.269
Australia,22/09/2021,Daily hospital occupancy,1530
Australia,22/09/2021,Daily hospital occupancy per million,58.447
Australia,23/09/2021,Daily ICU occupancy,301
Australia,23/09/2021,Daily ICU occupancy per million,11.498
Australia,23/09/2021,Daily hospital occupancy,1508
Australia,23/09/2021,Daily hospital occupancy per million,57.607
Australia,24/09/2021,Daily ICU occupancy,298
Australia,24/09/2021,Daily ICU occupancy per million,11.384
Australia,24/09/2021,Daily hospital occupancy,1529
Australia,24/09/2021,Daily hospital occupancy per million,58.409
Australia,25/09/2021,Daily ICU occupancy,299
Australia,25/09/2021,Daily ICU occupancy per million,11.422
Australia,25/09/2021,Daily hospital occupancy,1493
Australia,25/09/2021,Daily hospital occupancy per million,57.034
Australia,26/09/2021,Daily ICU occupancy,292
Australia,26/09/2021,Daily ICU occupancy per million,11.155
Australia,26/09/2021,Daily hospital occupancy,1538
Australia,26/09/2021,Daily hospital occupancy per million,58.753
Australia,27/09/2021,Daily ICU occupancy,297
Australia,27/09/2021,Daily ICU occupancy per million,11.346
Australia,27/09/2021,Daily hospital occupancy,1551
Australia,27/09/2021,Daily hospital occupancy per million,59.25
Australia,28/09/2021,Daily ICU occupancy,296
Australia,28/09/2021,Daily ICU occupancy per million,11.307
Australia,28/09/2021,Daily hospital occupancy,1479
Australia,28/09/2021,Daily hospital occupancy per million,56.499
Australia,29/09/2021,Daily ICU occupancy,303
Australia,29/09/2021,Daily ICU occupancy per million,11.575
Australia,29/09/2021,Daily hospital occupancy,1514
Australia,29/09/2021,Daily hospital occupancy per million,57.836
Australia,30/09/2021,Daily ICU occupancy,300
Australia,30/09/2021,Daily ICU occupancy per million,11.46
Australia,30/09/2021,Daily hospital occupancy,1483
Australia,30/09/2021,Daily hospital occupancy per million,56.652
Australia,1/10/2021,Daily ICU occupancy,302
Australia,1/10/2021,Daily ICU occupancy per million,11.537
Australia,1/10/2021,Daily hospital occupancy,1468
Australia,1/10/2021,Daily hospital occupancy per million,56.079
Australia,2/10/2021,Daily ICU occupancy,299
Australia,2/10/2021,Daily ICU occupancy per million,11.422
Australia,2/10/2021,Daily hospital occupancy,1496
Australia,2/10/2021,Daily hospital occupancy per million,57.149
Australia,3/10/2021,Daily ICU occupancy,296
Australia,3/10/2021,Daily ICU occupancy per million,11.307
Australia,3/10/2021,Daily hospital occupancy,1496
Australia,3/10/2021,Daily hospital occupancy per million,57.149
Australia,4/10/2021,Daily ICU occupancy,298
Australia,4/10/2021,Daily ICU occupancy per million,11.384
Australia,4/10/2021,Daily hospital occupancy,1535
Australia,4/10/2021,Daily hospital occupancy per million,58.638
Australia,5/10/2021,Daily ICU occupancy,291
Australia,5/10/2021,Daily ICU occupancy per million,11.116
Australia,5/10/2021,Daily hospital occupancy,1526
Australia,5/10/2021,Daily hospital occupancy per million,58.295
Australia,6/10/2021,Daily ICU occupancy,306
Australia,6/10/2021,Daily ICU occupancy per million,11.689
Australia,6/10/2021,Daily hospital occupancy,1520
Australia,6/10/2021,Daily hospital occupancy per million,58.065
Australia,7/10/2021,Daily ICU occupancy,293
Australia,7/10/2021,Daily ICU occupancy per million,11.193
Australia,7/10/2021,Daily hospital occupancy,1522
Australia,7/10/2021,Daily hospital occupancy per million,58.142
Australia,8/10/2021,Daily ICU occupancy,287
Australia,8/10/2021,Daily ICU occupancy per million,10.964
Australia,8/10/2021,Daily hospital occupancy,1437
Australia,8/10/2021,Daily hospital occupancy per million,54.895
Australia,9/10/2021,Daily ICU occupancy,293
Australia,9/10/2021,Daily ICU occupancy per million,11.193
Australia,9/10/2021,Daily hospital occupancy,1446
Australia,9/10/2021,Daily hospital occupancy per million,55.238
Australia,10/10/2021,Daily ICU occupancy,296
Australia,10/10/2021,Daily ICU occupancy per million,11.307
Australia,10/10/2021,Daily hospital occupancy,1492
Australia,10/10/2021,Daily hospital occupancy per million,56.996
Australia,11/10/2021,Daily ICU occupancy,309
Australia,11/10/2021,Daily ICU occupancy per million,11.804
Australia,11/10/2021,Daily hospital occupancy,1486
Australia,11/10/2021,Daily hospital occupancy per million,56.767
Australia,12/10/2021,Daily ICU occupancy,306
Australia,12/10/2021,Daily ICU occupancy per million,11.689
Australia,12/10/2021,Daily hospital occupancy,1462
Australia,12/10/2021,Daily hospital occupancy per million,55.85
Australia,13/10/2021,Daily ICU occupancy,296
Australia,13/10/2021,Daily ICU occupancy per million,11.307
Australia,13/10/2021,Daily hospital occupancy,1458
Australia,13/10/2021,Daily hospital occupancy per million,55.697
Australia,14/10/2021,Daily ICU occupancy,311
Australia,14/10/2021,Daily ICU occupancy per million,11.88
Australia,14/10/2021,Daily hospital occupancy,1414
Australia,14/10/2021,Daily hospital occupancy per million,54.016
Australia,15/10/2021,Daily ICU occupancy,312
Australia,15/10/2021,Daily ICU occupancy per million,11.919
Australia,15/10/2021,Daily hospital occupancy,1493
Australia,15/10/2021,Daily hospital occupancy per million,57.034
Australia,16/10/2021,Daily ICU occupancy,298
Australia,16/10/2021,Daily ICU occupancy per million,11.384
Australia,16/10/2021,Daily hospital occupancy,1441
Australia,16/10/2021,Daily hospital occupancy per million,55.047
Australia,17/10/2021,Daily ICU occupancy,297
Australia,17/10/2021,Daily ICU occupancy per million,11.346
Australia,17/10/2021,Daily hospital occupancy,1502
Australia,17/10/2021,Daily hospital occupancy per million,57.378
Australia,18/10/2021,Daily ICU occupancy,288
Australia,18/10/2021,Daily ICU occupancy per million,11.002
Australia,18/10/2021,Daily hospital occupancy,1416
Australia,18/10/2021,Daily hospital occupancy per million,54.092
Australia,19/10/2021,Daily ICU occupancy,280
Australia,19/10/2021,Daily ICU occupancy per million,10.696
Australia,19/10/2021,Daily hospital occupancy,1378
Australia,19/10/2021,Daily hospital occupancy per million,52.641
Australia,20/10/2021,Daily ICU occupancy,276
Australia,20/10/2021,Daily ICU occupancy per million,10.543
Australia,20/10/2021,Daily hospital occupancy,1343
Australia,20/10/2021,Daily hospital occupancy per million,51.304
Australia,21/10/2021,Daily ICU occupancy,282
Australia,21/10/2021,Daily ICU occupancy per million,10.773
Australia,21/10/2021,Daily hospital occupancy,1309
Australia,21/10/2021,Daily hospital occupancy per million,50.005
Australia,22/10/2021,Daily ICU occupancy,279
Australia,22/10/2021,Daily ICU occupancy per million,10.658
Australia,22/10/2021,Daily hospital occupancy,1284
Australia,22/10/2021,Daily hospital occupancy per million,49.05
Australia,23/10/2021,Daily ICU occupancy,276
Australia,23/10/2021,Daily ICU occupancy per million,10.543
Australia,23/10/2021,Daily hospital occupancy,1312
Australia,23/10/2021,Daily hospital occupancy per million,50.12
Australia,24/10/2021,Daily ICU occupancy,278
Australia,24/10/2021,Daily ICU occupancy per million,10.62
Australia,24/10/2021,Daily hospital occupancy,1317
Australia,24/10/2021,Daily hospital occupancy per million,50.311
Australia,25/10/2021,Daily ICU occupancy,265
Australia,25/10/2021,Daily ICU occupancy per million,10.123
Australia,25/10/2021,Daily hospital occupancy,1309
Australia,25/10/2021,Daily hospital occupancy per million,50.005
Australia,26/10/2021,Daily ICU occupancy,241
Australia,26/10/2021,Daily ICU occupancy per million,9.206
Australia,26/10/2021,Daily hospital occupancy,1192
Australia,26/10/2021,Daily hospital occupancy per million,45.535
Australia,27/10/2021,Daily ICU occupancy,226
Australia,27/10/2021,Daily ICU occupancy per million,8.633
Australia,27/10/2021,Daily hospital occupancy,1151
Australia,27/10/2021,Daily hospital occupancy per million,43.969
Australia,28/10/2021,Daily ICU occupancy,216
Australia,28/10/2021,Daily ICU occupancy per million,8.251
Australia,28/10/2021,Daily hospital occupancy,1126
Australia,28/10/2021,Daily hospital occupancy per million,43.014
Australia,29/10/2021,Daily ICU occupancy,221
Australia,29/10/2021,Daily ICU occupancy per million,8.442
Australia,29/10/2021,Daily hospital occupancy,1113
Australia,29/10/2021,Daily hospital occupancy per million,42.518
Australia,30/10/2021,Daily ICU occupancy,211
Australia,30/10/2021,Daily ICU occupancy per million,8.06
Australia,30/10/2021,Daily hospital occupancy,1064
Australia,30/10/2021,Daily hospital occupancy per million,40.646
Australia,31/10/2021,Daily ICU occupancy,216
Australia,31/10/2021,Daily ICU occupancy per million,8.251
Australia,31/10/2021,Daily hospital occupancy,1068
Australia,31/10/2021,Daily hospital occupancy per million,40.799
Australia,1/11/2021,Daily ICU occupancy,203
Australia,1/11/2021,Daily ICU occupancy per million,7.755
Australia,1/11/2021,Daily hospital occupancy,1018
Australia,1/11/2021,Daily hospital occupancy per million,38.888
Australia,2/11/2021,Daily ICU occupancy,187
Australia,2/11/2021,Daily ICU occupancy per million,7.144
Australia,2/11/2021,Daily hospital occupancy,983
Australia,2/11/2021,Daily hospital occupancy per million,37.551
Australia,3/11/2021,Daily ICU occupancy,180
Australia,3/11/2021,Daily ICU occupancy per million,6.876
Australia,3/11/2021,Daily hospital occupancy,978
Australia,3/11/2021,Daily hospital occupancy per million,37.36
Australia,4/11/2021,Daily ICU occupancy,171
Australia,4/11/2021,Daily ICU occupancy per million,6.532
Australia,4/11/2021,Daily hospital occupancy,931
Australia,4/11/2021,Daily hospital occupancy per million,35.565
Australia,5/11/2021,Daily ICU occupancy,162
Australia,5/11/2021,Daily ICU occupancy per million,6.189
Australia,5/11/2021,Daily hospital occupancy,934
Australia,5/11/2021,Daily hospital occupancy per million,35.68
Australia,6/11/2021,Daily ICU occupancy,149
Australia,6/11/2021,Daily ICU occupancy per million,5.692
Australia,6/11/2021,Daily hospital occupancy,851
Australia,6/11/2021,Daily hospital occupancy per million,32.509
Australia,7/11/2021,Daily ICU occupancy,140
Australia,7/11/2021,Daily ICU occupancy per million,5.348
Australia,7/11/2021,Daily hospital occupancy,835
Australia,7/11/2021,Daily hospital occupancy per million,31.898
Australia,8/11/2021,Daily ICU occupancy,133
Australia,8/11/2021,Daily ICU occupancy per million,5.081
Australia,8/11/2021,Daily hospital occupancy,851
Australia,8/11/2021,Daily hospital occupancy per million,32.509
Australia,9/11/2021,Daily ICU occupancy,125
Australia,9/11/2021,Daily ICU occupancy per million,4.775
Australia,9/11/2021,Daily hospital occupancy,724
Australia,9/11/2021,Daily hospital occupancy per million,27.657
Australia,10/11/2021,Daily ICU occupancy,119
Australia,10/11/2021,Daily ICU occupancy per million,4.546
Australia,10/11/2021,Daily hospital occupancy,702
Australia,10/11/2021,Daily hospital occupancy per million,26.817
Australia,11/11/2021,Daily ICU occupancy,116
Australia,11/11/2021,Daily ICU occupancy per million,4.431
Australia,11/11/2021,Daily hospital occupancy,681
Australia,11/11/2021,Daily hospital occupancy per million,26.015
Australia,12/11/2021,Daily ICU occupancy,172
Australia,12/11/2021,Daily ICU occupancy per million,6.571
Australia,12/11/2021,Daily hospital occupancy,654
Australia,12/11/2021,Daily hospital occupancy per million,24.983
Australia,13/11/2021,Daily ICU occupancy,179
Australia,13/11/2021,Daily ICU occupancy per million,6.838
Australia,13/11/2021,Daily hospital occupancy,638
Australia,13/11/2021,Daily hospital occupancy per million,24.372
Australia,14/11/2021,Daily ICU occupancy,181
Australia,14/11/2021,Daily ICU occupancy per million,6.914
Australia,14/11/2021,Daily hospital occupancy,615
Australia,14/11/2021,Daily hospital occupancy per million,23.494
Australia,15/11/2021,Daily ICU occupancy,166
Australia,15/11/2021,Daily ICU occupancy per million,6.341
Australia,15/11/2021,Daily hospital occupancy,632
Australia,15/11/2021,Daily hospital occupancy per million,24.143
Australia,16/11/2021,Daily ICU occupancy,157
Australia,16/11/2021,Daily ICU occupancy per million,5.998
Australia,16/11/2021,Daily hospital occupancy,598
Australia,16/11/2021,Daily hospital occupancy per million,22.844
Australia,17/11/2021,Daily ICU occupancy,158
Australia,17/11/2021,Daily ICU occupancy per million,6.036
Australia,17/11/2021,Daily hospital occupancy,574
Australia,17/11/2021,Daily hospital occupancy per million,21.927
Australia,18/11/2021,Daily ICU occupancy,144
Australia,18/11/2021,Daily ICU occupancy per million,5.501
Australia,18/11/2021,Daily hospital occupancy,559
Australia,18/11/2021,Daily hospital occupancy per million,21.354
Australia,19/11/2021,Daily ICU occupancy,143
Australia,19/11/2021,Daily ICU occupancy per million,5.463
Australia,19/11/2021,Daily hospital occupancy,538
Australia,19/11/2021,Daily hospital occupancy per million,20.552
Australia,20/11/2021,Daily ICU occupancy,146
Australia,20/11/2021,Daily ICU occupancy per million,5.577
Australia,20/11/2021,Daily hospital occupancy,547
Australia,20/11/2021,Daily hospital occupancy per million,20.896
Australia,21/11/2021,Daily ICU occupancy,130
Australia,21/11/2021,Daily ICU occupancy per million,4.966
Australia,21/11/2021,Daily hospital occupancy,564
Australia,21/11/2021,Daily hospital occupancy per million,21.545
Australia,22/11/2021,Daily ICU occupancy,134
Australia,22/11/2021,Daily ICU occupancy per million,5.119
Australia,22/11/2021,Daily hospital occupancy,550
Australia,22/11/2021,Daily hospital occupancy per million,21.01
Australia,23/11/2021,Daily ICU occupancy,143
Australia,23/11/2021,Daily ICU occupancy per million,5.463
Australia,23/11/2021,Daily hospital occupancy,531
Australia,23/11/2021,Daily hospital occupancy per million,20.285
Australia,24/11/2021,Daily ICU occupancy,130
Australia,24/11/2021,Daily ICU occupancy per million,4.966
Australia,24/11/2021,Daily hospital occupancy,563
Australia,24/11/2021,Daily hospital occupancy per million,21.507
Australia,25/11/2021,Daily ICU occupancy,130
Australia,25/11/2021,Daily ICU occupancy per million,4.966
Australia,25/11/2021,Daily hospital occupancy,557
Australia,25/11/2021,Daily hospital occupancy per million,21.278
Australia,26/11/2021,Daily ICU occupancy,121
Australia,26/11/2021,Daily ICU occupancy per million,4.622
Australia,26/11/2021,Daily hospital occupancy,536
Australia,26/11/2021,Daily hospital occupancy per million,20.476
Australia,27/11/2021,Daily ICU occupancy,126
Australia,27/11/2021,Daily ICU occupancy per million,4.813
Australia,27/11/2021,Daily hospital occupancy,512
Australia,27/11/2021,Daily hospital occupancy per million,19.559
Australia,28/11/2021,Daily ICU occupancy,126
Australia,28/11/2021,Daily ICU occupancy per million,4.813
Australia,28/11/2021,Daily hospital occupancy,542
Australia,28/11/2021,Daily hospital occupancy per million,20.705
Australia,29/11/2021,Daily ICU occupancy,124
Australia,29/11/2021,Daily ICU occupancy per million,4.737
Australia,29/11/2021,Daily hospital occupancy,543
Australia,29/11/2021,Daily hospital occupancy per million,20.743
Australia,30/11/2021,Daily ICU occupancy,119
Australia,30/11/2021,Daily ICU occupancy per million,4.546
Australia,30/11/2021,Daily hospital occupancy,532
Australia,30/11/2021,Daily hospital occupancy per million,20.323
Australia,1/12/2021,Daily ICU occupancy,118
Australia,1/12/2021,Daily ICU occupancy per million,4.508
Australia,1/12/2021,Daily hospital occupancy,513
Australia,1/12/2021,Daily hospital occupancy per million,19.597
Australia,2/12/2021,Daily ICU occupancy,115
Australia,2/12/2021,Daily ICU occupancy per million,4.393
Australia,2/12/2021,Daily hospital occupancy,511
Australia,2/12/2021,Daily hospital occupancy per million,19.521
Australia,3/12/2021,Daily ICU occupancy,116
Australia,3/12/2021,Daily ICU occupancy per million,4.431
Australia,3/12/2021,Daily hospital occupancy,517
Australia,3/12/2021,Daily hospital occupancy per million,19.75
Australia,4/12/2021,Daily ICU occupancy,112
Australia,4/12/2021,Daily ICU occupancy per million,4.278
Australia,4/12/2021,Daily hospital occupancy,541
Australia,4/12/2021,Daily hospital occupancy per million,20.667
Australia,5/12/2021,Daily ICU occupancy,118
Australia,5/12/2021,Daily ICU occupancy per million,4.508
Australia,5/12/2021,Daily hospital occupancy,562
Australia,5/12/2021,Daily hospital occupancy per million,21.469
Australia,6/12/2021,Daily ICU occupancy,133
Australia,6/12/2021,Daily ICU occupancy per million,5.081
Australia,6/12/2021,Daily hospital occupancy,543
Australia,6/12/2021,Daily hospital occupancy per million,20.743
Australia,7/12/2021,Daily ICU occupancy,125
Australia,7/12/2021,Daily ICU occupancy per million,4.775
Australia,7/12/2021,Daily hospital occupancy,529
Australia,7/12/2021,Daily hospital occupancy per million,20.208
Australia,8/12/2021,Daily ICU occupancy,123
Australia,8/12/2021,Daily ICU occupancy per million,4.699
Australia,8/12/2021,Daily hospital occupancy,539
Australia,8/12/2021,Daily hospital occupancy per million,20.59
Australia,9/12/2021,Daily ICU occupancy,130
Australia,9/12/2021,Daily ICU occupancy per million,4.966
Australia,9/12/2021,Daily hospital occupancy,544
Australia,9/12/2021,Daily hospital occupancy per million,20.781
Australia,10/12/2021,Daily ICU occupancy,139
Australia,10/12/2021,Daily ICU occupancy per million,5.31
Australia,10/12/2021,Daily hospital occupancy,541
Australia,10/12/2021,Daily hospital occupancy per million,20.667
Australia,11/12/2021,Daily ICU occupancy,140
Australia,11/12/2021,Daily ICU occupancy per million,5.348
Australia,11/12/2021,Daily hospital occupancy,535
Australia,11/12/2021,Daily hospital occupancy per million,20.437
Australia,12/12/2021,Daily ICU occupancy,142
Australia,12/12/2021,Daily ICU occupancy per million,5.425
Australia,12/12/2021,Daily hospital occupancy,569
Australia,12/12/2021,Daily hospital occupancy per million,21.736
Australia,13/12/2021,Daily ICU occupancy,141
Australia,13/12/2021,Daily ICU occupancy per million,5.386
Australia,13/12/2021,Daily hospital occupancy,610
Australia,13/12/2021,Daily hospital occupancy per million,23.303
Australia,14/12/2021,Daily ICU occupancy,153
Australia,14/12/2021,Daily ICU occupancy per million,5.845
Australia,14/12/2021,Daily hospital occupancy,625
Australia,14/12/2021,Daily hospital occupancy per million,23.876
Australia,15/12/2021,Daily ICU occupancy,149
Australia,15/12/2021,Daily ICU occupancy per million,5.692
Australia,15/12/2021,Daily hospital occupancy,672
Australia,15/12/2021,Daily hospital occupancy per million,25.671
Australia,16/12/2021,Daily ICU occupancy,142
Australia,16/12/2021,Daily ICU occupancy per million,5.425
Australia,16/12/2021,Daily hospital occupancy,716
Australia,16/12/2021,Daily hospital occupancy per million,27.352
Australia,17/12/2021,Daily ICU occupancy,148
Australia,17/12/2021,Daily ICU occupancy per million,5.654
Australia,17/12/2021,Daily hospital occupancy,717
Australia,17/12/2021,Daily hospital occupancy per million,27.39
Australia,18/12/2021,Daily ICU occupancy,146
Australia,18/12/2021,Daily ICU occupancy per million,5.577
Australia,18/12/2021,Daily hospital occupancy,759
Australia,18/12/2021,Daily hospital occupancy per million,28.994
Australia,19/12/2021,Daily ICU occupancy,151
Australia,19/12/2021,Daily ICU occupancy per million,5.768
Australia,19/12/2021,Daily hospital occupancy,754
Australia,19/12/2021,Daily hospital occupancy per million,28.803
Australia,20/12/2021,Daily ICU occupancy,156
Australia,20/12/2021,Daily ICU occupancy per million,5.959
Australia,20/12/2021,Daily hospital occupancy,774
Australia,20/12/2021,Daily hospital occupancy per million,29.567
Australia,21/12/2021,Daily ICU occupancy,156
Australia,21/12/2021,Daily ICU occupancy per million,5.959
Australia,21/12/2021,Daily hospital occupancy,794
Australia,21/12/2021,Daily hospital occupancy per million,30.331
Australia,22/12/2021,Daily ICU occupancy,161
Australia,22/12/2021,Daily ICU occupancy per million,6.15
Australia,22/12/2021,Daily hospital occupancy,860
Australia,22/12/2021,Daily hospital occupancy per million,32.853
Australia,23/12/2021,Daily ICU occupancy,172
Australia,23/12/2021,Daily ICU occupancy per million,6.571
Australia,23/12/2021,Daily hospital occupancy,911
Australia,23/12/2021,Daily hospital occupancy per million,34.801
Australia,24/12/2021,Daily ICU occupancy,167
Australia,24/12/2021,Daily ICU occupancy per million,6.38
Australia,24/12/2021,Daily hospital occupancy,906
Australia,24/12/2021,Daily hospital occupancy per million,34.61
Australia,25/12/2021,Daily ICU occupancy,171
Australia,25/12/2021,Daily ICU occupancy per million,6.532
Australia,25/12/2021,Daily hospital occupancy,969
Australia,25/12/2021,Daily hospital occupancy per million,37.017
Australia,26/12/2021,Daily ICU occupancy,179
Australia,26/12/2021,Daily ICU occupancy per million,6.838
Australia,26/12/2021,Daily hospital occupancy,1000
Australia,26/12/2021,Daily hospital occupancy per million,38.201
Australia,27/12/2021,Daily ICU occupancy,190
Australia,27/12/2021,Daily ICU occupancy per million,7.258
Australia,27/12/2021,Daily hospital occupancy,1067
Australia,27/12/2021,Daily hospital occupancy per million,40.76
Australia,28/12/2021,Daily ICU occupancy,171
Australia,28/12/2021,Daily ICU occupancy per million,6.532
Australia,28/12/2021,Daily hospital occupancy,1177
Australia,28/12/2021,Daily hospital occupancy per million,44.962
Australia,29/12/2021,Daily ICU occupancy,167
Australia,29/12/2021,Daily ICU occupancy per million,6.38
Australia,29/12/2021,Daily hospital occupancy,1310
Australia,29/12/2021,Daily hospital occupancy per million,50.043
Australia,30/12/2021,Daily ICU occupancy,171
Australia,30/12/2021,Daily ICU occupancy per million,6.532
Australia,30/12/2021,Daily hospital occupancy,1465
Australia,30/12/2021,Daily hospital occupancy per million,55.964
Australia,31/12/2021,Daily ICU occupancy,182
Australia,31/12/2021,Daily ICU occupancy per million,6.953
Australia,31/12/2021,Daily hospital occupancy,1605
Australia,31/12/2021,Daily hospital occupancy per million,61.312
Australia,1/01/2022,Daily ICU occupancy,194
Australia,1/01/2022,Daily ICU occupancy per million,7.411
Australia,1/01/2022,Daily hospital occupancy,1828
Australia,1/01/2022,Daily hospital occupancy per million,69.831
Australia,2/01/2022,Daily ICU occupancy,217
Australia,2/01/2022,Daily ICU occupancy per million,8.29
Australia,2/01/2022,Daily hospital occupancy,2003
Australia,2/01/2022,Daily hospital occupancy per million,76.516
Australia,3/01/2022,Daily ICU occupancy,237
Australia,3/01/2022,Daily ICU occupancy per million,9.054
Australia,3/01/2022,Daily hospital occupancy,2207
Australia,3/01/2022,Daily hospital occupancy per million,84.309
Australia,4/01/2022,Daily ICU occupancy,248
Australia,4/01/2022,Daily ICU occupancy per million,9.474
Australia,4/01/2022,Daily hospital occupancy,2524
Australia,4/01/2022,Daily hospital occupancy per million,96.419
Australia,5/01/2022,Daily ICU occupancy,258
Australia,5/01/2022,Daily ICU occupancy per million,9.856
Australia,5/01/2022,Daily hospital occupancy,2707
Australia,5/01/2022,Daily hospital occupancy per million,103.41
Australia,6/01/2022,Daily ICU occupancy,275
Australia,6/01/2022,Daily ICU occupancy per million,10.505
Australia,6/01/2022,Daily hospital occupancy,2904
Australia,6/01/2022,Daily hospital occupancy per million,110.935
Australia,7/01/2022,Daily ICU occupancy,293
Australia,7/01/2022,Daily ICU occupancy per million,11.193
Australia,7/01/2022,Daily hospital occupancy,3107
Australia,7/01/2022,Daily hospital occupancy per million,118.69
Australia,8/01/2022,Daily ICU occupancy,300
Australia,8/01/2022,Daily ICU occupancy per million,11.46
Australia,8/01/2022,Daily hospital occupancy,3323
Australia,8/01/2022,Daily hospital occupancy per million,126.942
Australia,9/01/2022,Daily ICU occupancy,325
Australia,9/01/2022,Daily ICU occupancy per million,12.415
Australia,9/01/2022,Daily hospital occupancy,3523
Australia,9/01/2022,Daily hospital occupancy per million,134.582
Australia,10/01/2022,Daily ICU occupancy,342
Australia,10/01/2022,Daily ICU occupancy per million,13.065
Australia,10/01/2022,Daily hospital occupancy,3865
Australia,10/01/2022,Daily hospital occupancy per million,147.646
Australia,11/01/2022,Daily ICU occupancy,349
Australia,11/01/2022,Daily ICU occupancy per million,13.332
Australia,11/01/2022,Daily hospital occupancy,4006
Australia,11/01/2022,Daily hospital occupancy per million,153.033
Australia,12/01/2022,Daily ICU occupancy,349
Australia,12/01/2022,Daily ICU occupancy per million,13.332
Australia,12/01/2022,Daily hospital occupancy,4197
Australia,12/01/2022,Daily hospital occupancy per million,160.329
Australia,13/01/2022,Daily ICU occupancy,361
Australia,13/01/2022,Daily ICU occupancy per million,13.791
Australia,13/01/2022,Daily hospital occupancy,4424
