Date,NSW,,VIC,,QLD,,WA,,SA,,TAS,,ACT,,NT
15-Mar-22,0.14%,,0.23%,,0.10%,,0.02%,,0.12%,,0.04%,,0.06%,,0.07%
16-Mar-22,0.13%,,0.23%,,0.10%,,0.02%,,0.12%,,0.04%,,0.06%,,0.07%
17-Mar-22,0.13%,,0.23%,,0.10%,,0.02%,,0.12%,,0.04%,,0.06%,,0.07%
18-Mar-22,0.13%,,0.23%,,0.10%,,0.02%,,0.12%,,0.04%,,0.06%,,0.07%
19-Mar-22,0.13%,,0.23%,,0.10%,,0.02%,,0.12%,,0.04%,,0.06%,,0.07%
20-Mar-22,0.13%,,0.23%,,0.10%,,0.02%,,0.12%,,0.04%,,0.06%,,0.07%
21-Mar-22,0.13%,,0.23%,,0.10%,,0.02%,,0.11%,,0.04%,,0.06%,,0.07%
22-Mar-22,0.13%,,0.23%,,0.10%,,0.02%,,0.11%,,0.04%,,0.06%,,0.07%
23-Mar-22,0.12%,,0.22%,,0.10%,,0.02%,,0.11%,,0.04%,,0.06%,,0.07%
24-Mar-22,0.12%,,0.22%,,0.10%,,0.02%,,0.11%,,0.04%,,0.05%,,0.07%
25-Mar-22,0.12%,,0.22%,,0.10%,,0.02%,,0.11%,,0.04%,,0.05%,,0.07%
26-Mar-22,0.12%,,0.22%,,0.10%,,0.02%,,0.11%,,0.04%,,0.05%,,0.07%
27-Mar-22,0.12%,,0.22%,,0.10%,,0.02%,,0.11%,,0.04%,,0.05%,,0.07%
28-Mar-22,0.12%,,0.22%,,0.10%,,0.02%,,0.11%,,0.04%,,0.05%,,0.07%
29-Mar-22,0.12%,,0.22%,,0.10%,,0.02%,,0.11%,,0.04%,,0.05%,,0.07%
30-Mar-22,0.12%,,0.22%,,0.10%,,0.02%,,0.10%,,0.04%,,0.05%,,0.07%
31-Mar-22,0.12%,,0.21%,,0.10%,,0.02%,,0.10%,,0.04%,,0.05%,,0.07%
1-Apr-22,0.13%,,0.21%,,0.10%,,0.02%,,0.10%,,0.03%,,0.05%,,0.07%
2-Apr-22,0.13%,,0.21%,,0.10%,,0.02%,,0.10%,,0.03%,,0.05%,,0.07%
3-Apr-22,0.13%,,0.21%,,0.10%,,0.02%,,0.10%,,0.03%,,0.05%,,0.07%
4-Apr-22,0.13%,,0.21%,,0.09%,,0.03%,,0.10%,,0.03%,,0.05%,,0.07%
5-Apr-22,0.13%,,0.21%,,0.10%,,0.03%,,0.09%,,0.03%,,0.05%,,0.07%
6-Apr-22,0.13%,,0.21%,,0.09%,,0.03%,,0.09%,,0.03%,,0.05%,,0.07%
7-Apr-22,0.13%,,0.21%,,0.09%,,0.03%,,0.09%,,0.03%,,0.05%,,0.07%
8-Apr-22,0.13%,,0.20%,,0.09%,,0.03%,,0.09%,,0.03%,,0.05%,,0.07%
9-Apr-22,0.13%,,0.20%,,0.09%,,0.03%,,0.09%,,0.03%,,0.05%,,0.07%
10-Apr-22,0.13%,,0.20%,,0.09%,,0.03%,,0.09%,,0.03%,,0.05%,,0.07%
11-Apr-22,0.13%,,0.20%,,0.09%,,0.03%,,0.09%,,0.03%,,0.05%,,0.07%
12-Apr-22,0.12%,,0.20%,,0.09%,,0.03%,,0.09%,,0.03%,,0.05%,,0.07%
13-Apr-22,0.12%,,0.20%,,0.09%,,0.03%,,0.09%,,0.03%,,0.05%,,0.07%
14-Apr-22,0.12%,,0.20%,,0.09%,,0.03%,,0.09%,,0.04%,,0.05%,,0.06%
15-Apr-22,0.12%,,0.20%,,0.09%,,0.03%,,0.09%,,0.04%,,0.05%,,0.06%
16-Apr-22,0.12%,,0.20%,,0.09%,,0.03%,,0.09%,,0.04%,,0.05%,,0.06%
17-Apr-22,0.12%,,0.20%,,0.09%,,0.03%,,0.09%,,0.04%,,0.05%,,0.06%
18-Apr-22,0.12%,,0.20%,,0.09%,,0.03%,,0.08%,,0.04%,,0.05%,,0.06%
19-Apr-22,0.12%,,0.20%,,0.09%,,0.03%,,0.08%,,0.04%,,0.05%,,0.06%
20-Apr-22,0.12%,,0.19%,,0.09%,,0.03%,,0.08%,,0.03%,,0.05%,,0.06%
21-Apr-22,0.12%,,0.19%,,0.09%,,0.03%,,0.08%,,0.04%,,0.05%,,0.07%
22-Apr-22,0.12%,,0.19%,,0.09%,,0.03%,,0.08%,,0.04%,,0.05%,,0.07%
23-Apr-22,0.12%,,0.19%,,0.09%,,0.03%,,0.08%,,0.04%,,0.05%,,0.07%
24-Apr-22,0.12%,,0.19%,,0.09%,,0.03%,,0.08%,,0.04%,,0.05%,,0.07%
25-Apr-22,0.12%,,0.19%,,0.09%,,0.03%,,0.08%,,0.04%,,0.05%,,0.07%
26-Apr-22,0.12%,,0.19%,,0.09%,,0.03%,,0.09%,,0.04%,,0.05%,,0.07%
27-Apr-22,0.12%,,0.19%,,0.09%,,0.03%,,0.09%,,0.04%,,0.05%,,0.07%
28-Apr-22,0.12%,,0.19%,,0.09%,,0.04%,,0.09%,,0.04%,,0.05%,,0.07%
29-Apr-22,0.12%,,0.19%,,0.09%,,0.04%,,0.09%,,0.04%,,0.05%,,0.07%
30-Apr-22,0.12%,,0.19%,,0.09%,,0.04%,,0.09%,,0.04%,,0.05%,,0.07%
1-May-22,0.12%,,0.19%,,0.09%,,0.04%,,0.09%,,0.04%,,0.05%,,0.07%
2-May-22,0.12%,,0.19%,,0.09%,,0.04%,,0.09%,,0.04%,,0.05%,,0.07%
3-May-22,0.12%,,0.19%,,0.09%,,0.03%,,0.09%,,0.04%,,0.05%,,0.07%
4-May-22,0.12%,,0.19%,,0.09%,,0.03%,,0.09%,,0.04%,,0.05%,,0.07%
5-May-22,0.12%,,0.19%,,0.09%,,0.04%,,0.09%,,0.04%,,0.05%,,0.07%
6-May-22,0.12%,,0.19%,,0.09%,,0.03%,,0.09%,,0.04%,,0.05%,,0.07%
7-May-22,0.12%,,0.19%,,0.09%,,0.04%,,0.09%,,0.04%,,0.05%,,0.07%
8-May-22,0.12%,,0.19%,,0.09%,,0.03%,,0.09%,,0.04%,,0.05%,,0.07%
9-May-22,0.12%,,0.18%,,0.09%,,0.03%,,0.09%,,0.04%,,0.05%,,0.07%
10-May-22,0.12%,,0.18%,,0.09%,,0.03%,,0.09%,,0.04%,,0.05%,,0.07%
11-May-22,0.12%,,0.18%,,0.09%,,0.03%,,0.09%,,0.04%,,0.05%,,0.07%
12-May-22,0.12%,,0.18%,,0.09%,,0.03%,,0.09%,,0.04%,,0.05%,,0.07%
13-May-22,0.12%,,0.18%,,0.09%,,0.03%,,0.09%,,0.04%,,0.05%,,0.07%
14-May-22,0.12%,,0.18%,,0.09%,,0.03%,,0.09%,,0.04%,,0.05%,,0.07%
15-May-22,0.12%,,0.18%,,0.09%,,0.03%,,0.09%,,0.04%,,0.05%,,0.07%
16-May-22,0.12%,,0.18%,,0.09%,,0.03%,,0.09%,,0.04%,,0.05%,,0.07%
17-May-22,0.12%,,0.18%,,0.09%,,0.03%,,0.09%,,0.04%,,0.05%,,0.07%
18-May-22,0.12%,,0.18%,,0.09%,,0.03%,,0.09%,,0.04%,,0.05%,,0.07%
19-May-22,0.12%,,0.18%,,0.09%,,0.03%,,0.09%,,0.05%,,0.05%,,0.07%
20-May-22,0.12%,,0.18%,,0.09%,,0.03%,,0.09%,,0.04%,,0.05%,,0.07%
21-May-22,0.12%,,0.18%,,0.09%,,0.03%,,0.09%,,0.04%,,0.05%,,0.07%
22-May-22,0.12%,,0.18%,,0.09%,,0.03%,,0.09%,,0.04%,,0.05%,,0.07%
23-May-22,0.12%,,0.18%,,0.09%,,0.03%,,0.09%,,0.05%,,0.05%,,0.07%
24-May-22,0.12%,,0.18%,,0.09%,,0.03%,,0.09%,,0.05%,,0.05%,,0.07%
25-May-22,0.12%,,0.18%,,0.09%,,0.03%,,0.09%,,0.04%,,0.05%,,0.07%
26-May-22,0.12%,,0.18%,,0.09%,,0.03%,,0.09%,,0.04%,,0.05%,,0.07%
27-May-22,0.12%,,0.18%,,0.09%,,0.03%,,0.09%,,0.04%,,0.05%,,0.07%
28-May-22,0.12%,,0.18%,,0.09%,,0.03%,,0.09%,,0.04%,,0.05%,,0.07%
29-May-22,0.12%,,0.18%,,0.09%,,0.03%,,0.09%,,0.04%,,0.05%,,0.07%
30-May-22,0.12%,,0.18%,,0.09%,,0.03%,,0.09%,,0.05%,,0.05%,,0.07%
31-May-22,0.12%,,0.18%,,0.09%,,0.03%,,0.09%,,0.05%,,0.05%,,0.07%
1-Jun-22,0.12%,,0.18%,,0.09%,,0.03%,,0.09%,,0.05%,,0.05%,,0.07%
2-Jun-22,0.12%,,0.18%,,0.09%,,0.04%,,0.09%,,0.05%,,0.05%,,0.07%
3-Jun-22,0.12%,,0.18%,,0.09%,,0.04%,,0.09%,,0.05%,,0.05%,,0.07%
4-Jun-22,0.12%,,0.18%,,0.09%,,0.04%,,0.09%,,0.05%,,0.05%,,0.07%
5-Jun-22,0.12%,,0.18%,,0.09%,,0.04%,,0.09%,,0.05%,,0.05%,,0.07%
6-Jun-22,0.12%,,0.18%,,0.09%,,0.04%,,0.09%,,0.05%,,0.05%,,0.07%
7-Jun-22,0.12%,,0.18%,,0.09%,,0.04%,,0.09%,,0.05%,,0.05%,,0.07%
8-Jun-22,0.12%,,0.18%,,0.09%,,0.04%,,0.09%,,0.05%,,0.05%,,0.07%
9-Jun-22,0.12%,,0.18%,,0.09%,,0.04%,,0.09%,,0.05%,,0.05%,,0.07%
10-Jun-22,0.12%,,0.18%,,0.09%,,0.04%,,0.09%,,0.05%,,0.05%,,0.07%
11-Jun-22,0.13%,,0.18%,,0.09%,,0.04%,,0.09%,,0.05%,,0.05%,,0.07%
12-Jun-22,0.13%,,0.18%,,0.09%,,0.04%,,0.09%,,0.05%,,0.05%,,0.07%
13-Jun-22,0.12%,,0.18%,,0.09%,,0.04%,,0.09%,,0.05%,,0.05%,,0.07%
14-Jun-22,0.12%,,0.18%,,0.09%,,0.04%,,0.09%,,0.05%,,0.05%,,0.07%
15-Jun-22,0.13%,,0.18%,,0.09%,,0.04%,,0.09%,,0.05%,,0.05%,,0.07%
16-Jun-22,0.13%,,0.18%,,0.09%,,0.04%,,0.09%,,0.05%,,0.05%,,0.07%
17-Jun-22,0.13%,,0.18%,,0.09%,,0.04%,,0.09%,,0.05%,,0.05%,,0.07%
18-Jun-22,0.13%,,0.18%,,0.09%,,0.04%,,0.09%,,0.05%,,0.05%,,0.07%
19-Jun-22,0.13%,,0.19%,,0.09%,,0.04%,,0.09%,,0.05%,,0.05%,,0.07%
20-Jun-22,0.13%,,0.18%,,0.09%,,0.04%,,0.09%,,0.05%,,0.05%,,0.07%
21-Jun-22,0.13%,,0.19%,,0.09%,,0.04%,,0.09%,,0.05%,,0.05%,,0.07%
22-Jun-22,0.13%,,0.19%,,0.09%,,0.04%,,0.09%,,0.05%,,0.05%,,0.07%
23-Jun-22,0.13%,,0.19%,,0.09%,,0.04%,,0.09%,,0.05%,,0.05%,,0.07%
24-Jun-22,0.13%,,0.19%,,0.09%,,0.04%,,0.09%,,0.05%,,0.05%,,0.07%
25-Jun-22,0.13%,,0.19%,,0.09%,,0.04%,,0.09%,,0.05%,,0.05%,,0.07%
26-Jun-22,0.13%,,0.19%,,0.09%,,0.04%,,0.09%,,0.05%,,0.05%,,0.07%
27-Jun-22,0.13%,,0.19%,,0.09%,,0.04%,,0.09%,,0.05%,,0.05%,,0.07%
28-Jun-22,0.13%,,0.19%,,0.09%,,0.04%,,0.09%,,0.05%,,0.05%,,0.07%
29-Jun-22,0.13%,,0.19%,,0.10%,,0.04%,,0.09%,,0.05%,,0.05%,,0.07%
30-Jun-22,0.13%,,0.19%,,0.10%,,0.04%,,0.09%,,0.05%,,0.05%,,0.07%
1-Jul-22,0.13%,,0.19%,,0.10%,,0.04%,,0.09%,,0.05%,,0.05%,,0.07%
2-Jul-22,0.13%,,0.19%,,0.10%,,0.04%,,0.09%,,0.05%,,0.05%,,0.07%
3-Jul-22,0.13%,,0.19%,,0.10%,,0.04%,,0.09%,,0.05%,,0.05%,,0.07%
4-Jul-22,0.13%,,0.19%,,0.10%,,0.04%,,0.09%,,0.05%,,0.05%,,0.07%
5-Jul-22,0.13%,,0.19%,,0.10%,,0.04%,,0.09%,,0.05%,,0.05%,,0.07%
6-Jul-22,0.13%,,0.19%,,0.10%,,0.04%,,0.09%,,0.05%,,0.05%,,0.07%
7-Jul-22,0.13%,,0.19%,,0.10%,,0.04%,,0.09%,,0.05%,,0.05%,,0.07%
8-Jul-22,0.13%,,0.19%,,0.10%,,0.04%,,0.09%,,0.05%,,0.05%,,0.07%
9-Jul-22,0.13%,,0.19%,,0.10%,,0.04%,,0.09%,,0.05%,,0.05%,,0.07%
10-Jul-22,0.13%,,0.19%,,0.10%,,0.04%,,0.09%,,0.05%,,0.05%,,0.07%
11-Jul-22,0.13%,,0.19%,,0.10%,,0.04%,,0.09%,,0.05%,,0.05%,,0.07%
12-Jul-22,0.13%,,0.19%,,0.10%,,0.04%,,0.09%,,0.05%,,0.05%,,0.06%
13-Jul-22,0.13%,,0.19%,,0.10%,,0.04%,,0.09%,,0.05%,,0.05%,,0.06%
14-Jul-22,0.13%,,0.19%,,0.10%,,0.04%,,0.09%,,0.05%,,0.05%,,0.06%
15-Jul-22,0.13%,,0.19%,,0.10%,,0.05%,,0.09%,,0.05%,,0.05%,,0.06%
16-Jul-22,0.13%,,0.18%,,0.10%,,0.05%,,0.09%,,0.05%,,0.05%,,0.06%
17-Jul-22,0.13%,,0.18%,,0.10%,,0.04%,,0.09%,,0.05%,,0.05%,,0.06%
18-Jul-22,0.13%,,0.18%,,0.10%,,0.04%,,0.09%,,0.05%,,0.05%,,0.06%
19-Jul-22,0.13%,,0.18%,,0.10%,,0.04%,,0.09%,,0.05%,,0.05%,,0.06%
20-Jul-22,0.13%,,0.18%,,0.10%,,0.04%,,0.09%,,0.05%,,0.05%,,0.06%
21-Jul-22,0.13%,,0.19%,,0.10%,,0.04%,,0.09%,,0.05%,,0.05%,,0.06%
22-Jul-22,0.13%,,0.19%,,0.10%,,0.04%,,0.09%,,0.06%,,0.05%,,0.06%
23-Jul-22,0.13%,,0.19%,,0.10%,,0.04%,,0.09%,,0.06%,,0.05%,,0.06%
24-Jul-22,0.13%,,0.19%,,0.10%,,0.05%,,0.09%,,0.06%,,0.05%,,0.06%
25-Jul-22,0.13%,,0.19%,,0.10%,,0.05%,,0.09%,,0.06%,,0.05%,,0.06%
26-Jul-22,0.13%,,0.19%,,0.10%,,0.05%,,0.09%,,0.06%,,0.05%,,0.06%
27-Jul-22,0.13%,,0.19%,,0.10%,,0.05%,,0.09%,,0.06%,,0.05%,,0.06%
28-Jul-22,0.13%,,0.19%,,0.10%,,0.05%,,0.09%,,0.06%,,0.05%,,0.06%
29-Jul-22,0.13%,,0.19%,,0.10%,,0.05%,,0.09%,,0.06%,,0.05%,,0.06%
30-Jul-22,0.13%,,0.19%,,0.10%,,0.05%,,0.09%,,0.06%,,0.05%,,0.06%
31-Jul-22,0.13%,,0.19%,,0.10%,,0.05%,,0.10%,,0.06%,,0.05%,,0.06%
1-Aug-22,0.13%,,0.19%,,0.10%,,0.05%,,0.10%,,0.06%,,0.05%,,0.06%
2-Aug-22,0.13%,,0.19%,,0.10%,,0.05%,,0.10%,,0.06%,,0.05%,,0.06%
3-Aug-22,0.13%,,0.19%,,0.10%,,0.05%,,0.10%,,0.06%,,0.05%,,0.06%
4-Aug-22,0.13%,,0.19%,,0.11%,,0.05%,,0.10%,,0.06%,,0.05%,,0.06%
5-Aug-22,0.13%,,0.19%,,0.11%,,0.05%,,0.10%,,0.06%,,0.05%,,0.06%
6-Aug-22,0.13%,,0.19%,,0.11%,,0.05%,,0.10%,,0.06%,,0.05%,,0.06%
7-Aug-22,0.13%,,0.19%,,0.11%,,0.05%,,0.10%,,0.07%,,0.05%,,0.06%
8-Aug-22,0.13%,,0.19%,,0.11%,,0.05%,,0.10%,,0.07%,,0.05%,,0.06%
9-Aug-22,0.13%,,0.19%,,0.11%,,0.05%,,0.10%,,0.07%,,0.05%,,0.06%
10-Aug-22,0.13%,,0.19%,,0.11%,,0.05%,,0.10%,,0.07%,,0.05%,,0.06%
11-Aug-22,0.13%,,0.20%,,0.11%,,0.05%,,0.10%,,0.07%,,0.06%,,0.06%
12-Aug-22,0.14%,,0.20%,,0.11%,,0.05%,,0.10%,,0.07%,,0.06%,,0.06%
13-Aug-22,0.14%,,0.20%,,0.11%,,0.05%,,0.10%,,0.07%,,0.06%,,0.06%
14-Aug-22,0.14%,,0.20%,,0.11%,,0.05%,,0.10%,,0.07%,,0.06%,,0.06%
15-Aug-22,0.14%,,0.20%,,0.11%,,0.05%,,0.10%,,0.07%,,0.06%,,0.06%
16-Aug-22,0.14%,,0.20%,,0.11%,,0.05%,,0.10%,,0.07%,,0.06%,,0.06%
17-Aug-22,0.14%,,0.20%,,0.11%,,0.05%,,0.10%,,0.07%,,0.06%,,0.06%
18-Aug-22,0.14%,,0.20%,,0.11%,,0.05%,,0.10%,,0.07%,,0.06%,,0.07%
19-Aug-22,0.14%,,0.20%,,0.12%,,0.05%,,0.10%,,0.07%,,0.06%,,0.07%
20-Aug-22,0.14%,,0.20%,,0.12%,,0.05%,,0.10%,,0.07%,,0.06%,,0.07%
21-Aug-22,0.14%,,0.20%,,0.12%,,0.05%,,0.10%,,0.07%,,0.06%,,0.07%
22-Aug-22,0.14%,,0.20%,,0.12%,,0.05%,,0.10%,,0.07%,,0.06%,,0.07%
23-Aug-22,0.14%,,0.20%,,0.12%,,0.05%,,0.11%,,0.07%,,0.06%,,0.07%
24-Aug-22,0.14%,,0.20%,,0.12%,,0.05%,,0.10%,,0.07%,,0.06%,,0.07%
25-Aug-22,0.14%,,0.20%,,0.12%,,0.05%,,0.10%,,0.07%,,0.06%,,0.07%
26-Aug-22,0.14%,,0.20%,,0.12%,,0.05%,,0.10%,,0.07%,,0.06%,,0.07%
27-Aug-22,0.14%,,0.21%,,0.12%,,0.05%,,0.10%,,0.07%,,0.06%,,0.07%
28-Aug-22,0.14%,,0.21%,,0.12%,,0.05%,,0.10%,,0.07%,,0.06%,,0.07%
29-Aug-22,0.14%,,0.21%,,0.12%,,0.05%,,0.10%,,0.07%,,0.06%,,0.07%
30-Aug-22,0.14%,,0.21%,,0.12%,,0.05%,,0.10%,,0.07%,,0.06%,,0.07%
31-Aug-22,0.14%,,0.21%,,0.12%,,0.05%,,0.10%,,0.07%,,0.06%,,0.07%
1-Sep-22,0.14%,,0.21%,,0.12%,,0.05%,,0.10%,,0.07%,,0.06%,,0.07%
2-Sep-22,0.14%,,0.21%,,0.12%,,0.05%,,0.10%,,0.07%,,0.06%,,0.07%
3-Sep-22,0.14%,,0.21%,,0.12%,,0.05%,,0.10%,,0.07%,,0.06%,,0.07%
4-Sep-22,0.14%,,0.21%,,0.12%,,0.05%,,0.10%,,0.07%,,0.06%,,0.07%
5-Sep-22,0.14%,,0.21%,,0.12%,,0.05%,,0.10%,,0.07%,,0.06%,,0.07%
6-Sep-22,0.14%,,0.21%,,0.12%,,0.05%,,0.11%,,0.07%,,0.06%,,0.07%
7-Sep-22,0.15%,,0.21%,,0.13%,,0.05%,,0.11%,,0.07%,,0.06%,,0.07%
8-Sep-22,0.15%,,0.21%,,0.13%,,0.06%,,0.11%,,0.07%,,0.06%,,0.07%
9-Sep-22,0.15%,,0.21%,,0.13%,,0.06%,,0.11%,,0.07%,,0.06%,,0.07%
10-Sep-22,0.15%,,0.21%,,0.13%,,0.06%,,0.11%,,0.07%,,0.06%,,0.07%
11-Sep-22,0.15%,,0.21%,,0.13%,,0.06%,,0.11%,,0.07%,,0.06%,,0.07%
12-Sep-22,0.15%,,0.21%,,0.13%,,0.06%,,0.11%,,0.07%,,0.06%,,0.07%
13-Sep-22,0.15%,,0.21%,,0.13%,,0.06%,,0.11%,,0.07%,,0.06%,,0.07%
14-Sep-22,0.15%,,0.21%,,0.13%,,0.06%,,0.11%,,0.07%,,0.06%,,0.07%
15-Sep-22,0.15%,,0.21%,,0.13%,,0.06%,,0.11%,,0.07%,,0.06%,,0.07%
16-Sep-22,0.15%,,0.21%,,0.13%,,0.06%,,0.12%,,0.08%,,0.06%,,0.07%
17-Sep-22,0.15%,,0.21%,,0.13%,,0.06%,,0.12%,,0.08%,,0.06%,,0.07%
18-Sep-22,0.15%,,0.21%,,0.13%,,0.06%,,0.12%,,0.08%,,0.06%,,0.07%
19-Sep-22,0.15%,,0.21%,,0.13%,,0.06%,,0.12%,,0.08%,,0.06%,,0.07%
20-Sep-22,0.15%,,0.21%,,0.13%,,0.06%,,0.12%,,0.08%,,0.06%,,0.07%
21-Sep-22,0.15%,,0.21%,,0.13%,,0.06%,,0.12%,,0.08%,,0.06%,,0.07%
22-Sep-22,0.15%,,0.21%,,0.13%,,0.06%,,0.12%,,0.08%,,0.06%,,0.07%
23-Sep-22,0.15%,,0.21%,,0.13%,,0.06%,,0.12%,,0.08%,,0.06%,,0.07%
24-Sep-22,0.15%,,0.21%,,0.13%,,0.06%,,0.12%,,0.08%,,0.06%,,0.07%
25-Sep-22,0.15%,,0.21%,,0.13%,,0.06%,,0.12%,,0.08%,,0.06%,,0.07%
26-Sep-22,0.15%,,0.21%,,0.13%,,0.06%,,0.12%,,0.08%,,0.06%,,0.07%
27-Sep-22,0.15%,,0.21%,,0.13%,,0.06%,,0.12%,,0.08%,,0.06%,,0.07%
28-Sep-22,0.15%,,0.21%,,0.13%,,0.06%,,0.12%,,0.08%,,0.06%,,0.07%
29-Sep-22,0.15%,,0.21%,,0.13%,,0.06%,,0.12%,,0.08%,,0.06%,,0.07%
30-Sep-22,0.15%,,0.22%,,0.13%,,0.06%,,0.12%,,0.08%,,0.06%,,0.08%
1-Oct-22,0.15%,,0.22%,,0.13%,,0.06%,,0.12%,,0.08%,,0.06%,,0.08%
2-Oct-22,0.15%,,0.22%,,0.13%,,0.06%,,0.12%,,0.08%,,0.06%,,0.08%
3-Oct-22,0.15%,,0.22%,,0.13%,,0.06%,,0.12%,,0.08%,,0.06%,,0.08%
4-Oct-22,0.15%,,0.22%,,0.13%,,0.06%,,0.12%,,0.08%,,0.06%,,0.08%
5-Oct-22,0.15%,,0.22%,,0.13%,,0.06%,,0.12%,,0.08%,,0.06%,,0.08%
6-Oct-22,0.15%,,0.22%,,0.13%,,0.06%,,0.12%,,0.08%,,0.06%,,0.08%
7-Oct-22,0.15%,,0.22%,,0.13%,,0.06%,,0.13%,,0.08%,,0.06%,,0.08%
8-Oct-22,0.15%,,0.22%,,0.13%,,0.06%,,0.13%,,0.08%,,0.06%,,0.08%
9-Oct-22,0.15%,,0.22%,,0.13%,,0.06%,,0.13%,,0.08%,,0.06%,,0.08%
10-Oct-22,0.15%,,0.22%,,0.13%,,0.06%,,0.13%,,0.08%,,0.06%,,0.08%
11-Oct-22,0.15%,,0.22%,,0.13%,,0.06%,,0.13%,,0.08%,,0.06%,,0.08%
12-Oct-22,0.15%,,0.22%,,0.13%,,0.06%,,0.13%,,0.08%,,0.06%,,0.08%
13-Oct-22,0.15%,,0.22%,,0.13%,,0.06%,,0.13%,,0.08%,,0.06%,,0.08%
14-Oct-22,0.15%,,0.22%,,0.14%,,0.06%,,0.13%,,0.08%,,0.06%,,0.08%
15-Oct-22,0.15%,,0.22%,,0.14%,,0.06%,,0.13%,,0.08%,,0.06%,,0.08%
16-Oct-22,0.15%,,0.22%,,0.14%,,0.06%,,0.13%,,0.08%,,0.06%,,0.08%
17-Oct-22,0.15%,,0.22%,,0.14%,,0.06%,,0.13%,,0.08%,,0.06%,,0.08%
18-Oct-22,0.15%,,0.22%,,0.14%,,0.06%,,0.13%,,0.08%,,0.06%,,0.08%
19-Oct-22,0.15%,,0.22%,,0.14%,,0.06%,,0.13%,,0.08%,,0.06%,,0.08%
20-Oct-22,0.15%,,0.22%,,0.14%,,0.06%,,0.13%,,0.08%,,0.06%,,0.08%
21-Oct-22,0.15%,,0.22%,,0.14%,,0.06%,,0.13%,,0.08%,,0.06%,,0.08%
22-Oct-22,0.15%,,0.22%,,0.14%,,0.06%,,0.13%,,0.08%,,0.06%,,0.08%
23-Oct-22,0.15%,,0.22%,,0.14%,,0.06%,,0.13%,,0.08%,,0.06%,,0.08%
24-Oct-22,0.15%,,0.22%,,0.14%,,0.06%,,0.13%,,0.08%,,0.06%,,0.08%
25-Oct-22,0.15%,,0.22%,,0.14%,,0.06%,,0.13%,,0.08%,,0.06%,,0.08%
26-Oct-22,0.15%,,0.22%,,0.14%,,0.06%,,0.13%,,0.08%,,0.06%,,0.08%
27-Oct-22,0.15%,,0.22%,,0.14%,,0.06%,,0.13%,,0.08%,,0.06%,,0.08%
28-Oct-22,0.15%,,0.22%,,0.14%,,0.06%,,0.13%,,0.08%,,0.06%,,0.08%
29-Oct-22,0.15%,,0.22%,,0.14%,,0.06%,,0.13%,,0.08%,,0.06%,,0.08%
30-Oct-22,0.15%,,0.22%,,0.14%,,0.06%,,0.13%,,0.08%,,0.06%,,0.08%
31-Oct-22,0.15%,,0.22%,,0.14%,,0.06%,,0.13%,,0.08%,,0.06%,,0.08%
1-Nov-22,0.15%,,0.22%,,0.14%,,0.06%,,0.13%,,0.08%,,0.06%,,0.08%
2-Nov-22,0.15%,,0.22%,,0.14%,,0.06%,,0.13%,,0.08%,,0.06%,,0.08%
3-Nov-22,0.15%,,0.22%,,0.14%,,0.06%,,0.13%,,0.08%,,0.06%,,0.08%
4-Nov-22,0.15%,,0.22%,,0.14%,,0.06%,,0.14%,,0.08%,,0.06%,,0.08%
5-Nov-22,0.15%,,0.22%,,0.14%,,0.06%,,0.14%,,0.08%,,0.06%,,0.08%
6-Nov-22,0.15%,,0.22%,,0.14%,,0.06%,,0.14%,,0.08%,,0.06%,,0.08%
7-Nov-22,0.15%,,0.22%,,0.14%,,0.06%,,0.14%,,0.08%,,0.06%,,0.08%
8-Nov-22,0.15%,,0.22%,,0.14%,,0.06%,,0.14%,,0.08%,,0.06%,,0.08%
9-Nov-22,0.15%,,0.22%,,0.14%,,0.06%,,0.14%,,0.08%,,0.06%,,0.08%
10-Nov-22,0.15%,,0.22%,,0.14%,,0.06%,,0.14%,,0.08%,,0.06%,,0.08%
11-Nov-22,0.15%,,0.22%,,0.14%,,0.06%,,0.13%,,0.08%,,0.06%,,0.08%
12-Nov-22,0.15%,,0.22%,,0.14%,,0.06%,,0.13%,,0.08%,,0.06%,,0.08%
13-Nov-22,0.15%,,0.22%,,0.14%,,0.06%,,0.13%,,0.08%,,0.06%,,0.08%
14-Nov-22,0.15%,,0.22%,,0.14%,,0.06%,,0.13%,,0.08%,,0.06%,,0.08%
15-Nov-22,0.15%,,0.22%,,0.14%,,0.06%,,0.13%,,0.08%,,0.06%,,0.08%
16-Nov-22,0.15%,,0.22%,,0.14%,,0.06%,,0.13%,,0.08%,,0.06%,,0.08%
17-Nov-22,0.15%,,0.22%,,0.14%,,0.06%,,0.13%,,0.08%,,0.06%,,0.08%
18-Nov-22,0.15%,,0.22%,,0.14%,,0.06%,,0.13%,,0.08%,,0.06%,,0.08%
19-Nov-22,0.15%,,0.22%,,0.14%,,0.06%,,0.13%,,0.08%,,0.06%,,0.08%
20-Nov-22,0.15%,,0.22%,,0.14%,,0.06%,,0.13%,,0.08%,,0.06%,,0.08%
21-Nov-22,0.15%,,0.22%,,0.14%,,0.06%,,0.13%,,0.08%,,0.06%,,0.08%
22-Nov-22,0.15%,,0.22%,,0.14%,,0.06%,,0.13%,,0.08%,,0.06%,,0.08%
23-Nov-22,0.15%,,0.22%,,0.14%,,0.06%,,0.13%,,0.08%,,0.06%,,0.08%
