Date,NSW,,VIC,,QLD,,WA,,SA,,TAS,,ACT,,NT
25-Jan-20,,,,,,,,,,,,,,,
26-Jan-20,0.00%,,,,,,,,,,,,,,
27-Jan-20,0.00%,,0.00%,,,,,,,,,,,,
28-Jan-20,0.00%,,0.00%,,,,,,,,,,,,
29-Jan-20,0.00%,,0.00%,,,,,,,,,,,,
30-Jan-20,0.00%,,0.00%,,,,,,,,,,,,
31-Jan-20,0.00%,,0.00%,,,,,,,,,,,,
1-Feb-20,0.00%,,0.00%,,,,,,,,,,,,
2-Feb-20,0.00%,,0.00%,,,,,,,,,,,,
3-Feb-20,0.00%,,0.00%,,,,,,,,,,,,
4-Feb-20,0.00%,,0.00%,,,,,,,,,,,,
5-Feb-20,0.00%,,0.00%,,,,,,,,,,,,
6-Feb-20,0.00%,,0.00%,,,,,,,,,,,,
7-Feb-20,0.00%,,0.00%,,,,,,,,,,,,
8-Feb-20,0.00%,,0.00%,,,,,,,,,,,,
9-Feb-20,0.00%,,0.00%,,,,,,,,,,,,
10-Feb-20,0.00%,,0.00%,,,,,,,,,,,,
11-Feb-20,0.00%,,0.00%,,,,,,,,,,,,
12-Feb-20,0.00%,,0.00%,,,,,,,,,,,,
13-Feb-20,0.00%,,0.00%,,,,,,,,,,,,
14-Feb-20,0.00%,,0.00%,,,,,,,,,,,,
15-Feb-20,0.00%,,0.00%,,,,,,,,,,,,
16-Feb-20,0.00%,,0.00%,,,,,,,,,,,,
17-Feb-20,0.00%,,0.00%,,,,,,,,,,,,
18-Feb-20,0.00%,,0.00%,,,,,,,,,,,,
19-Feb-20,0.00%,,0.00%,,,,,,,,,,,,
20-Feb-20,0.00%,,0.00%,,,,,,,,,,,,
21-Feb-20,0.00%,,0.00%,,,,,,,,,,,,
22-Feb-20,0.00%,,0.00%,,,,,,,,,,,,
23-Feb-20,0.00%,,0.00%,,,,,,,,,,,,
24-Feb-20,0.00%,,0.00%,,,,,,,,,,,,
25-Feb-20,0.00%,,0.00%,,,,,,,,,,,,
26-Feb-20,0.00%,,0.00%,,,,,,,,,,,,
27-Feb-20,0.00%,,0.00%,,,,,,,,,,,,
28-Feb-20,0.00%,,0.00%,,,,,,,,,,,,
29-Feb-20,0.00%,,0.00%,,,,,,,,,,,,
1-Mar-20,0.00%,,0.00%,,,,25.00%,,,,,,,,
2-Mar-20,0.00%,,0.00%,,,,20.00%,,,,,,,,
3-Mar-20,0.00%,,0.00%,,,,16.67%,,,,,,,,
4-Mar-20,6.67%,,0.00%,,,,12.50%,,,,,,,,
5-Mar-20,4.76%,,0.00%,,,,11.11%,,,,,,,,
6-Mar-20,4.00%,,0.00%,,,,7.69%,,,,,,,,
7-Mar-20,3.13%,,0.00%,,,,6.67%,,,,,,,,
8-Mar-20,5.88%,,0.00%,,,,6.25%,,,,,,,,
9-Mar-20,4.88%,,0.00%,,,,5.26%,,,,,,,,
10-Mar-20,3.70%,,0.00%,,,,4.00%,,,,,,,,
11-Mar-20,3.33%,,0.00%,,,,3.23%,,,,,,,,
12-Mar-20,2.63%,,0.00%,,,,2.33%,,,,,,,,
13-Mar-20,2.22%,,0.00%,,2.86%,,2.00%,,,,,,0.00%,,
14-Mar-20,1.84%,,0.00%,,2.17%,,1.79%,,,,,,0.00%,,
15-Mar-20,3.10%,,0.00%,,1.64%,,1.41%,,,,,,0.00%,,
16-Mar-20,2.40%,,0.00%,,1.47%,,1.22%,,,,,,0.00%,,
17-Mar-20,2.04%,,0.00%,,1.28%,,0.97%,,,,,,0.00%,,
18-Mar-20,1.92%,,0.00%,,1.06%,,0.74%,,,,,,0.00%,,
19-Mar-20,1.64%,,0.00%,,0.69%,,0.61%,,,,,,0.00%,,
20-Mar-20,1.66%,,0.00%,,0.54%,,0.47%,,,,,,0.00%,,
21-Mar-20,1.34%,,0.00%,,0.45%,,0.39%,,,,,,0.00%,,
22-Mar-20,1.05%,,0.00%,,0.39%,,0.36%,,,,,,0.00%,,
23-Mar-20,0.87%,,0.00%,,0.31%,,0.33%,,,,,,0.00%,,
24-Mar-20,0.81%,,0.00%,,0.25%,,0.29%,,,,,,0.00%,,
25-Mar-20,0.66%,,0.00%,,0.45%,,0.27%,,,,,,0.00%,,
26-Mar-20,0.55%,,0.58%,,0.41%,,0.51%,,,,,,0.00%,,
27-Mar-20,0.48%,,0.52%,,0.36%,,0.48%,,,,,,0.00%,,
28-Mar-20,0.48%,,0.44%,,0.32%,,0.46%,,0.00%,,0.00%,,0.00%,,0.00%
29-Mar-20,0.44%,,0.53%,,0.46%,,0.45%,,0.00%,,0.00%,,0.00%,,0.00%
30-Mar-20,0.41%,,0.49%,,0.44%,,0.44%,,0.00%,,1.47%,,1.30%,,0.00%
31-Mar-20,0.40%,,0.45%,,0.40%,,0.43%,,0.00%,,2.94%,,1.25%,,0.00%
1-Apr-20,0.42%,,0.42%,,0.38%,,0.42%,,0.00%,,2.82%,,1.19%,,0.00%
2-Apr-20,0.44%,,0.59%,,0.48%,,0.41%,,0.00%,,2.74%,,1.14%,,0.00%
3-Apr-20,0.51%,,0.65%,,0.46%,,0.60%,,0.00%,,2.53%,,1.10%,,0.00%
4-Apr-20,0.49%,,0.73%,,0.44%,,0.60%,,0.00%,,2.47%,,2.15%,,0.00%
5-Apr-20,0.63%,,0.71%,,0.55%,,0.59%,,0.00%,,2.35%,,2.08%,,0.00%
6-Apr-20,0.69%,,0.87%,,0.54%,,0.78%,,0.00%,,2.27%,,2.08%,,0.00%
7-Apr-20,0.79%,,0.93%,,0.54%,,1.15%,,0.24%,,3.09%,,2.06%,,0.00%
8-Apr-20,0.78%,,0.99%,,0.53%,,1.14%,,0.48%,,2.83%,,2.02%,,0.00%
9-Apr-20,0.77%,,0.98%,,0.53%,,1.12%,,0.71%,,2.70%,,2.00%,,0.00%
10-Apr-20,0.79%,,1.05%,,0.52%,,1.12%,,0.70%,,3.25%,,1.96%,,0.00%
11-Apr-20,0.82%,,1.11%,,0.51%,,1.12%,,0.70%,,3.01%,,1.96%,,0.00%
12-Apr-20,0.85%,,1.11%,,0.51%,,1.11%,,0.93%,,3.47%,,1.96%,,0.00%
13-Apr-20,0.92%,,1.10%,,0.51%,,1.11%,,0.93%,,3.31%,,1.96%,,0.00%
14-Apr-20,0.91%,,1.09%,,0.50%,,1.10%,,0.92%,,3.57%,,1.94%,,0.00%
15-Apr-20,0.91%,,1.09%,,0.50%,,1.10%,,0.92%,,3.53%,,2.91%,,0.00%
16-Apr-20,0.90%,,1.08%,,0.50%,,1.09%,,0.92%,,3.30%,,2.91%,,0.00%
17-Apr-20,0.89%,,1.08%,,0.50%,,1.27%,,0.91%,,3.74%,,2.89%,,0.00%
18-Apr-20,0.92%,,1.07%,,0.59%,,1.27%,,0.92%,,4.17%,,2.89%,,0.00%
19-Apr-20,0.95%,,1.13%,,0.59%,,1.27%,,0.92%,,4.17%,,2.89%,,0.00%
20-Apr-20,0.98%,,1.13%,,0.59%,,1.27%,,0.92%,,3.96%,,2.89%,,0.00%
21-Apr-20,0.98%,,1.13%,,0.59%,,1.27%,,0.92%,,3.94%,,2.89%,,0.00%
22-Apr-20,1.08%,,1.12%,,0.59%,,1.27%,,0.92%,,3.87%,,2.89%,,0.00%
23-Apr-20,1.08%,,1.20%,,0.59%,,1.27%,,0.91%,,3.87%,,2.89%,,0.00%
24-Apr-20,1.11%,,1.19%,,0.59%,,1.45%,,0.91%,,4.31%,,2.89%,,0.00%
25-Apr-20,1.14%,,1.19%,,0.59%,,1.45%,,0.91%,,4.76%,,2.83%,,0.00%
26-Apr-20,1.17%,,1.26%,,0.58%,,1.45%,,0.91%,,5.14%,,2.83%,,0.00%
27-Apr-20,1.17%,,1.26%,,0.58%,,1.45%,,0.91%,,5.07%,,2.83%,,0.00%
28-Apr-20,1.20%,,1.26%,,0.58%,,1.45%,,0.91%,,5.00%,,2.83%,,0.00%
29-Apr-20,1.33%,,1.33%,,0.58%,,1.45%,,0.91%,,4.98%,,2.83%,,0.00%
30-Apr-20,1.37%,,1.32%,,0.58%,,1.45%,,0.91%,,5.38%,,2.83%,,0.00%
1-May-20,1.39%,,1.32%,,0.58%,,1.45%,,0.91%,,5.83%,,2.83%,,0.00%
2-May-20,1.39%,,1.31%,,0.58%,,1.45%,,0.91%,,5.83%,,2.83%,,0.00%
3-May-20,1.42%,,1.30%,,0.58%,,1.63%,,0.91%,,5.83%,,2.83%,,0.00%
4-May-20,1.42%,,1.28%,,0.58%,,1.63%,,0.91%,,5.83%,,2.80%,,0.00%
5-May-20,1.49%,,1.27%,,0.58%,,1.63%,,0.91%,,5.78%,,2.80%,,0.00%
6-May-20,1.48%,,1.25%,,0.58%,,1.63%,,0.91%,,5.75%,,2.80%,,0.00%
7-May-20,1.48%,,1.24%,,0.57%,,1.63%,,0.91%,,5.73%,,2.80%,,0.00%
8-May-20,1.48%,,1.23%,,0.57%,,1.63%,,0.91%,,5.73%,,2.80%,,0.00%
9-May-20,1.48%,,1.22%,,0.57%,,1.63%,,0.91%,,5.73%,,2.80%,,0.00%
10-May-20,1.48%,,1.21%,,0.57%,,1.62%,,0.91%,,5.73%,,2.80%,,0.00%
11-May-20,1.48%,,1.21%,,0.57%,,1.62%,,0.91%,,5.73%,,2.80%,,0.00%
12-May-20,1.48%,,1.20%,,0.57%,,1.62%,,0.91%,,5.73%,,2.80%,,0.00%
13-May-20,1.51%,,1.19%,,0.57%,,1.62%,,0.91%,,5.73%,,2.80%,,0.00%
14-May-20,1.51%,,1.18%,,0.57%,,1.61%,,0.91%,,5.73%,,2.80%,,0.00%
15-May-20,1.51%,,1.17%,,0.57%,,1.60%,,0.91%,,5.70%,,2.80%,,0.00%
16-May-20,1.51%,,1.16%,,0.57%,,1.60%,,0.91%,,5.70%,,2.80%,,0.00%
17-May-20,1.51%,,1.15%,,0.57%,,1.59%,,0.91%,,5.70%,,2.80%,,0.00%
18-May-20,1.54%,,1.15%,,0.57%,,1.58%,,0.91%,,5.70%,,2.80%,,0.00%
19-May-20,1.54%,,1.14%,,0.57%,,1.58%,,0.91%,,5.70%,,2.80%,,0.00%
20-May-20,1.57%,,1.14%,,0.57%,,1.58%,,0.91%,,5.70%,,2.80%,,0.00%
21-May-20,1.57%,,1.14%,,0.57%,,1.56%,,0.91%,,5.70%,,2.80%,,0.00%
22-May-20,1.60%,,1.13%,,0.57%,,1.56%,,0.91%,,5.70%,,2.80%,,0.00%
23-May-20,1.60%,,1.19%,,0.57%,,1.55%,,0.91%,,5.70%,,2.80%,,0.00%
24-May-20,1.60%,,1.19%,,0.57%,,1.55%,,0.91%,,5.70%,,2.80%,,0.00%
25-May-20,1.60%,,1.18%,,0.57%,,1.54%,,0.91%,,5.70%,,2.80%,,0.00%
26-May-20,1.60%,,1.18%,,0.57%,,1.54%,,0.91%,,5.70%,,2.80%,,0.00%
27-May-20,1.60%,,1.17%,,0.57%,,1.54%,,0.91%,,5.70%,,2.80%,,0.00%
28-May-20,1.60%,,1.17%,,0.57%,,1.54%,,0.91%,,5.70%,,2.80%,,0.00%
29-May-20,1.59%,,1.16%,,0.57%,,1.54%,,0.91%,,5.70%,,2.80%,,0.00%
30-May-20,1.59%,,1.16%,,0.57%,,1.54%,,0.91%,,5.70%,,2.80%,,0.00%
31-May-20,1.59%,,1.15%,,0.57%,,1.54%,,0.91%,,5.70%,,2.80%,,0.00%
1-Jun-20,1.59%,,1.15%,,0.57%,,1.54%,,0.91%,,5.70%,,2.80%,,0.00%
2-Jun-20,1.59%,,1.14%,,0.57%,,1.54%,,0.91%,,5.70%,,2.80%,,0.00%
3-Jun-20,1.59%,,1.14%,,0.57%,,1.52%,,0.91%,,5.70%,,2.80%,,0.00%
4-Jun-20,1.59%,,1.13%,,0.57%,,1.52%,,0.91%,,5.70%,,2.80%,,0.00%
5-Jun-20,1.58%,,1.13%,,0.57%,,1.52%,,0.91%,,5.70%,,2.80%,,0.00%
6-Jun-20,1.58%,,1.13%,,0.57%,,1.52%,,0.91%,,5.70%,,2.80%,,0.00%
7-Jun-20,1.58%,,1.13%,,0.57%,,1.52%,,0.91%,,5.70%,,2.80%,,0.00%
8-Jun-20,1.58%,,1.13%,,0.57%,,1.52%,,0.91%,,5.70%,,2.78%,,0.00%
9-Jun-20,1.58%,,1.13%,,0.57%,,1.52%,,0.91%,,5.70%,,2.78%,,0.00%
10-Jun-20,1.58%,,1.12%,,0.57%,,1.52%,,0.91%,,5.70%,,2.78%,,0.00%
11-Jun-20,1.58%,,1.12%,,0.56%,,1.52%,,0.91%,,5.70%,,2.78%,,0.00%
12-Jun-20,1.58%,,1.11%,,0.56%,,1.52%,,0.91%,,5.70%,,2.78%,,0.00%
13-Jun-20,1.58%,,1.11%,,0.56%,,1.52%,,0.91%,,5.70%,,2.78%,,0.00%
14-Jun-20,1.57%,,1.10%,,0.56%,,1.52%,,0.91%,,5.70%,,2.78%,,0.00%
15-Jun-20,1.57%,,1.10%,,0.56%,,1.52%,,0.91%,,5.70%,,2.78%,,0.00%
16-Jun-20,1.57%,,1.09%,,0.56%,,1.52%,,0.91%,,5.70%,,2.78%,,0.00%
17-Jun-20,1.57%,,1.08%,,0.56%,,1.52%,,0.91%,,5.70%,,2.78%,,0.00%
18-Jun-20,1.57%,,1.07%,,0.56%,,1.51%,,0.91%,,5.70%,,2.78%,,0.00%
19-Jun-20,1.57%,,1.06%,,0.56%,,1.51%,,0.91%,,5.70%,,2.78%,,0.00%
20-Jun-20,1.56%,,1.05%,,0.56%,,1.51%,,0.91%,,5.70%,,2.78%,,0.00%
21-Jun-20,1.56%,,1.04%,,0.56%,,1.51%,,0.91%,,5.70%,,2.78%,,0.00%
22-Jun-20,1.56%,,1.03%,,0.56%,,1.51%,,0.91%,,5.70%,,2.78%,,0.00%
23-Jun-20,1.56%,,1.02%,,0.56%,,1.51%,,0.91%,,5.70%,,2.78%,,0.00%
24-Jun-20,1.56%,,1.06%,,0.56%,,1.51%,,0.91%,,5.70%,,2.78%,,0.00%
25-Jun-20,1.55%,,1.04%,,0.56%,,1.51%,,0.91%,,5.70%,,2.78%,,0.00%
26-Jun-20,1.55%,,1.03%,,0.56%,,1.50%,,0.91%,,5.70%,,2.78%,,0.00%
27-Jun-20,1.55%,,1.01%,,0.56%,,1.50%,,0.91%,,5.70%,,2.78%,,0.00%
28-Jun-20,1.54%,,0.98%,,0.56%,,1.50%,,0.91%,,5.70%,,2.78%,,0.00%
29-Jun-20,1.54%,,0.95%,,0.56%,,1.50%,,0.90%,,5.70%,,2.78%,,0.00%
30-Jun-20,1.54%,,0.93%,,0.56%,,1.50%,,0.90%,,5.70%,,2.78%,,0.00%
1-Jul-20,1.53%,,0.89%,,0.56%,,1.50%,,0.90%,,5.70%,,2.78%,,0.00%
2-Jul-20,1.53%,,0.87%,,0.56%,,1.50%,,0.90%,,5.70%,,2.78%,,0.00%
3-Jul-20,1.53%,,0.84%,,0.56%,,1.48%,,0.90%,,5.70%,,2.78%,,0.00%
4-Jul-20,1.53%,,0.81%,,0.56%,,1.48%,,0.90%,,5.70%,,2.78%,,0.00%
5-Jul-20,1.52%,,0.79%,,0.56%,,1.48%,,0.90%,,5.70%,,2.78%,,0.00%
6-Jul-20,1.52%,,0.83%,,0.56%,,1.46%,,0.90%,,5.70%,,2.78%,,0.00%
7-Jul-20,1.51%,,0.78%,,0.56%,,1.46%,,0.90%,,5.70%,,2.78%,,0.00%
8-Jul-20,1.51%,,0.75%,,0.56%,,1.45%,,0.90%,,5.70%,,2.78%,,0.00%
9-Jul-20,1.50%,,0.72%,,0.56%,,1.45%,,0.90%,,5.70%,,2.70%,,0.00%
10-Jul-20,1.50%,,0.68%,,0.56%,,1.45%,,0.90%,,5.70%,,2.66%,,0.00%
11-Jul-20,1.49%,,0.66%,,0.56%,,1.45%,,0.90%,,5.70%,,2.66%,,0.00%
12-Jul-20,1.49%,,0.64%,,0.56%,,1.44%,,0.90%,,5.70%,,2.66%,,0.00%
13-Jul-20,1.49%,,0.61%,,0.56%,,1.42%,,0.90%,,5.70%,,2.66%,,0.00%
14-Jul-20,1.48%,,0.62%,,0.56%,,1.42%,,0.90%,,5.70%,,2.66%,,0.00%
15-Jul-20,1.47%,,0.61%,,0.56%,,1.42%,,0.90%,,5.70%,,2.66%,,0.00%
16-Jul-20,1.47%,,0.62%,,0.56%,,1.42%,,0.90%,,5.70%,,2.66%,,0.00%
17-Jul-20,1.47%,,0.63%,,0.56%,,1.42%,,0.90%,,5.70%,,2.66%,,0.00%
18-Jul-20,1.46%,,0.66%,,0.56%,,1.42%,,0.90%,,5.70%,,2.66%,,0.00%
19-Jul-20,1.45%,,0.68%,,0.56%,,1.42%,,0.90%,,5.70%,,2.66%,,0.00%
20-Jul-20,1.44%,,0.66%,,0.56%,,1.42%,,0.90%,,5.68%,,2.66%,,0.00%
21-Jul-20,1.44%,,0.68%,,0.56%,,1.42%,,0.90%,,5.68%,,2.66%,,0.00%
22-Jul-20,1.43%,,0.66%,,0.56%,,1.42%,,0.90%,,5.68%,,2.66%,,0.00%
23-Jul-20,1.43%,,0.70%,,0.56%,,1.42%,,0.90%,,5.68%,,2.66%,,0.00%
24-Jul-20,1.42%,,0.77%,,0.56%,,1.41%,,0.90%,,5.68%,,2.66%,,0.00%
25-Jul-20,1.42%,,0.80%,,0.56%,,1.41%,,0.90%,,5.68%,,2.66%,,0.00%
26-Jul-20,1.41%,,0.88%,,0.56%,,1.41%,,0.90%,,5.68%,,2.66%,,0.00%
27-Jul-20,1.40%,,0.90%,,0.56%,,1.41%,,0.90%,,5.68%,,2.66%,,0.00%
28-Jul-20,1.40%,,0.93%,,0.56%,,1.40%,,0.89%,,5.68%,,2.66%,,0.00%
29-Jul-20,1.39%,,1.00%,,0.56%,,1.40%,,0.89%,,5.68%,,2.66%,,0.00%
30-Jul-20,1.38%,,1.07%,,0.56%,,1.40%,,0.89%,,5.68%,,2.66%,,0.00%
31-Jul-20,1.37%,,1.09%,,0.56%,,1.40%,,0.89%,,5.68%,,2.66%,,0.00%
1-Aug-20,1.40%,,1.08%,,0.55%,,1.40%,,0.89%,,5.68%,,2.66%,,0.00%
2-Aug-20,1.39%,,1.09%,,0.55%,,1.40%,,0.88%,,5.68%,,2.66%,,0.00%
3-Aug-20,1.39%,,1.16%,,0.55%,,1.40%,,0.88%,,5.68%,,2.66%,,0.00%
4-Aug-20,1.38%,,1.22%,,0.55%,,1.40%,,0.88%,,5.68%,,2.66%,,0.00%
5-Aug-20,1.38%,,1.27%,,0.55%,,1.40%,,0.88%,,5.68%,,2.66%,,0.00%
6-Aug-20,1.37%,,1.29%,,0.55%,,1.40%,,0.88%,,5.68%,,2.66%,,0.00%
7-Aug-20,1.37%,,1.33%,,0.55%,,1.40%,,0.87%,,5.68%,,2.66%,,0.00%
8-Aug-20,1.37%,,1.37%,,0.55%,,1.40%,,0.87%,,5.68%,,2.66%,,0.00%
9-Aug-20,1.36%,,1.45%,,0.55%,,1.40%,,0.87%,,5.68%,,2.66%,,0.00%
10-Aug-20,1.36%,,1.54%,,0.55%,,1.40%,,0.87%,,5.68%,,2.66%,,0.00%
11-Aug-20,1.35%,,1.63%,,0.55%,,1.40%,,0.87%,,5.65%,,2.66%,,0.00%
12-Aug-20,1.34%,,1.72%,,0.55%,,1.40%,,0.87%,,5.65%,,2.66%,,0.00%
13-Aug-20,1.37%,,1.75%,,0.55%,,1.40%,,0.87%,,5.65%,,2.66%,,0.00%
14-Aug-20,1.36%,,1.79%,,0.55%,,1.40%,,0.87%,,5.65%,,2.66%,,0.00%
15-Aug-20,1.36%,,1.79%,,0.55%,,1.39%,,0.87%,,5.65%,,2.66%,,0.00%
16-Aug-20,1.38%,,1.85%,,0.55%,,1.39%,,0.87%,,5.65%,,2.66%,,0.00%
17-Aug-20,1.38%,,1.97%,,0.55%,,1.39%,,0.87%,,5.65%,,2.66%,,0.00%
18-Aug-20,1.38%,,2.05%,,0.55%,,1.39%,,0.87%,,5.65%,,2.66%,,0.00%
19-Aug-20,1.38%,,2.09%,,0.55%,,1.38%,,0.87%,,5.65%,,2.66%,,0.00%
20-Aug-20,1.38%,,2.14%,,0.55%,,1.38%,,0.87%,,5.65%,,2.66%,,0.00%
21-Aug-20,1.38%,,2.17%,,0.55%,,1.38%,,0.87%,,5.65%,,2.66%,,0.00%
22-Aug-20,1.37%,,2.22%,,0.54%,,1.38%,,0.87%,,5.65%,,2.66%,,0.00%
23-Aug-20,1.37%,,2.29%,,0.54%,,1.38%,,0.86%,,5.65%,,2.66%,,0.00%
24-Aug-20,1.37%,,2.36%,,0.54%,,1.38%,,0.86%,,5.65%,,2.66%,,0.00%
25-Aug-20,1.37%,,2.38%,,0.54%,,1.38%,,0.86%,,5.65%,,2.66%,,0.00%
26-Aug-20,1.37%,,2.49%,,0.54%,,1.38%,,0.86%,,5.65%,,2.66%,,0.00%
27-Aug-20,1.36%,,2.60%,,0.54%,,1.38%,,0.86%,,5.65%,,2.66%,,0.00%
28-Aug-20,1.36%,,2.64%,,0.54%,,1.37%,,0.86%,,5.65%,,2.66%,,0.00%
29-Aug-20,1.35%,,2.72%,,0.54%,,1.37%,,0.86%,,5.65%,,2.66%,,0.00%
30-Aug-20,1.35%,,2.76%,,0.54%,,1.37%,,0.86%,,5.65%,,2.66%,,0.00%
31-Aug-20,1.35%,,2.97%,,0.54%,,1.37%,,0.86%,,5.65%,,2.66%,,0.00%
1-Sep-20,1.34%,,2.99%,,0.53%,,1.37%,,0.86%,,5.65%,,2.66%,,0.00%
2-Sep-20,1.34%,,3.00%,,0.53%,,1.37%,,0.86%,,5.65%,,2.66%,,0.00%
3-Sep-20,1.33%,,3.06%,,0.53%,,1.37%,,0.86%,,5.65%,,2.66%,,0.00%
4-Sep-20,1.33%,,3.36%,,0.53%,,1.37%,,0.86%,,5.65%,,2.66%,,0.00%
5-Sep-20,1.33%,,3.40%,,0.53%,,1.37%,,0.86%,,5.65%,,2.66%,,0.00%
6-Sep-20,1.33%,,3.42%,,0.53%,,1.37%,,0.86%,,5.65%,,2.66%,,0.00%
7-Sep-20,1.33%,,3.46%,,0.53%,,1.37%,,0.86%,,5.65%,,2.66%,,0.00%
8-Sep-20,1.32%,,3.49%,,0.53%,,1.37%,,0.86%,,5.65%,,2.66%,,0.00%
9-Sep-20,1.32%,,3.53%,,0.53%,,1.37%,,0.86%,,5.65%,,2.66%,,0.00%
10-Sep-20,1.32%,,3.56%,,0.53%,,1.37%,,0.86%,,5.65%,,2.66%,,0.00%
11-Sep-20,1.31%,,3.60%,,0.52%,,1.37%,,0.86%,,5.65%,,2.66%,,0.00%
12-Sep-20,1.31%,,3.62%,,0.52%,,1.37%,,0.86%,,5.65%,,2.66%,,0.00%
13-Sep-20,1.31%,,3.64%,,0.52%,,1.37%,,0.86%,,5.65%,,2.66%,,0.00%
14-Sep-20,1.31%,,3.67%,,0.52%,,1.37%,,0.86%,,5.65%,,2.66%,,0.00%
15-Sep-20,1.31%,,3.67%,,0.52%,,1.37%,,0.86%,,5.65%,,2.66%,,0.00%
16-Sep-20,1.30%,,3.70%,,0.52%,,1.36%,,0.86%,,5.65%,,2.66%,,0.00%
17-Sep-20,1.30%,,3.73%,,0.52%,,1.36%,,0.86%,,5.65%,,2.66%,,0.00%
18-Sep-20,1.30%,,3.75%,,0.52%,,1.36%,,0.86%,,5.65%,,2.66%,,0.00%
19-Sep-20,1.30%,,3.78%,,0.52%,,1.36%,,0.86%,,5.65%,,2.66%,,0.00%
20-Sep-20,1.32%,,3.80%,,0.52%,,1.36%,,0.86%,,5.65%,,2.66%,,0.00%
21-Sep-20,1.32%,,3.81%,,0.52%,,1.36%,,0.86%,,5.65%,,2.66%,,0.00%
22-Sep-20,1.32%,,3.82%,,0.52%,,1.35%,,0.86%,,5.65%,,2.66%,,0.00%
23-Sep-20,1.32%,,3.84%,,0.52%,,1.35%,,0.86%,,5.65%,,2.66%,,0.00%
24-Sep-20,1.32%,,3.85%,,0.52%,,1.35%,,0.86%,,5.65%,,2.66%,,0.00%
25-Sep-20,1.32%,,3.88%,,0.52%,,1.35%,,0.86%,,5.65%,,2.66%,,0.00%
26-Sep-20,1.32%,,3.89%,,0.52%,,1.35%,,0.86%,,5.65%,,2.66%,,0.00%
27-Sep-20,1.32%,,3.89%,,0.52%,,1.33%,,0.86%,,5.65%,,2.66%,,0.00%
28-Sep-20,1.32%,,3.91%,,0.52%,,1.33%,,0.86%,,5.65%,,2.66%,,0.00%
29-Sep-20,1.32%,,3.94%,,0.52%,,1.32%,,0.86%,,5.65%,,2.66%,,0.00%
30-Sep-20,1.32%,,3.96%,,0.52%,,1.32%,,0.86%,,5.65%,,2.66%,,0.00%
1-Oct-20,1.31%,,3.97%,,0.52%,,1.31%,,0.86%,,5.65%,,2.66%,,0.00%
2-Oct-20,1.31%,,3.97%,,0.52%,,1.31%,,0.85%,,5.65%,,2.66%,,0.00%
3-Oct-20,1.31%,,3.99%,,0.52%,,1.31%,,0.85%,,5.65%,,2.66%,,0.00%
4-Oct-20,1.31%,,3.99%,,0.52%,,1.31%,,0.85%,,5.65%,,2.66%,,0.00%
5-Oct-20,1.31%,,3.99%,,0.52%,,1.31%,,0.85%,,5.65%,,2.66%,,0.00%
6-Oct-20,1.31%,,3.99%,,0.52%,,1.31%,,0.85%,,5.65%,,2.66%,,0.00%
7-Oct-20,1.31%,,4.00%,,0.52%,,1.31%,,0.85%,,5.65%,,2.66%,,0.00%
8-Oct-20,1.30%,,4.00%,,0.52%,,1.30%,,0.85%,,5.65%,,2.66%,,0.00%
9-Oct-20,1.30%,,4.00%,,0.52%,,1.30%,,0.85%,,5.65%,,2.66%,,0.00%
10-Oct-20,1.30%,,3.99%,,0.52%,,1.30%,,0.85%,,5.65%,,2.66%,,0.00%
11-Oct-20,1.30%,,4.00%,,0.52%,,1.30%,,0.84%,,5.65%,,2.66%,,0.00%
12-Oct-20,1.30%,,3.99%,,0.52%,,1.29%,,0.84%,,5.65%,,2.66%,,0.00%
13-Oct-20,1.29%,,4.00%,,0.52%,,1.28%,,0.84%,,5.65%,,2.66%,,0.00%
14-Oct-20,1.29%,,4.02%,,0.52%,,1.28%,,0.84%,,5.65%,,2.66%,,0.00%
15-Oct-20,1.28%,,4.02%,,0.52%,,1.27%,,0.84%,,5.65%,,2.66%,,0.00%
16-Oct-20,1.28%,,4.02%,,0.52%,,1.27%,,0.84%,,5.65%,,2.66%,,0.00%
17-Oct-20,1.28%,,4.02%,,0.52%,,1.27%,,0.83%,,5.65%,,2.66%,,0.00%
18-Oct-20,1.28%,,4.02%,,0.52%,,1.26%,,0.83%,,5.65%,,2.66%,,0.00%
19-Oct-20,1.28%,,4.02%,,0.52%,,1.26%,,0.83%,,5.65%,,2.66%,,0.00%
20-Oct-20,1.27%,,4.02%,,0.52%,,1.22%,,0.83%,,5.65%,,2.66%,,0.00%
21-Oct-20,1.27%,,4.02%,,0.52%,,1.22%,,0.83%,,5.65%,,2.66%,,0.00%
22-Oct-20,1.27%,,4.02%,,0.52%,,1.21%,,0.83%,,5.65%,,2.63%,,0.00%
23-Oct-20,1.27%,,4.02%,,0.51%,,1.20%,,0.82%,,5.65%,,2.63%,,0.00%
